text,correct,predicted_native_language
"If u want to live a true life, plz just grasp every second of the walking minute hand, and then u will really understand and fall in love with ur life.",To live is seize every waking moment and every tick of the clock-- onlythen will you be able to appreciate and love your life.,Spanish
"The cat was very kindly and affectionate, and people decided to write the blogger for public a free advertisment about the cat who need a help and money for treatment.","The cat was very nice_ and affectionate, and people decided to write the blogger for public a free advertisment (I don't follow. What did you mean in Russian?) about the cat who needed_ help and money for the treatment.",Spanish
It's very nervious to write journal using this website.,"It's very nerve wrecking to write a journal using this website. [Nervous, as you are using it, is a noun. I changed it to a verb/adjective by adding -ing. And it's ""nerve wrecking""...um, that's one of the common phrases used to describe nervous kind of ordeals.]",Spanish
He dropped from the 3m high.,"He dropped (you can also say ""fell"") from the 3 meter height. (Other places use the metric system so it is probably normal to think of meters when you see ""m,"" but since we generally use the English system in America, when we see ""m"" we think miles! When I read this I thought OH MY GOD A 3 MILE DROP!!! THIS POOR WOMAN! Haha good thing that wasn't the case.)",Spanish
"HI, I HAVE A JOB, IS SO SIMPLE I JUST USE THE PHONE TO MAKE SOME CALLS WITH PEOPLE, JUST TO KNOW SOMETHING ABOUT THE FINANTIAL SITUATION, IS LIKE TELEMARKETING.","I have a job. It is so simple. I call people to know their financial situation, just like telemarketing.",Spanish
I am living in Osaka.,"I am living in Osaka. | Note: This is fine if Osaka is not your permanent home. Using 'ing' means the situation is temporary. If you have no plans to move then say ""I live in Osaka.""",Spanish
It is my wrong mind make me caught the trap the name is a paining of making in myself,It seems like my wrong mind-set (mentality) is paining (hurting) me and making me fall into my own trap. -- I'm not sure about this translation.This is a very loose interpretation of your sentence... My Korean is not that good haha.,Spanish
I've been a bookworm!,"I've been a bookworm! - Usually titles are not complete sentences...if you want to be strict. *^_^* So maybe you could write....""Becoming a Bookworm"", or something to lure the reader to your entry. ^_^",Spanish
That's why I've been reading mistery novels ever since a year ago.,"That's why I've been reading mystery novels since a year ago. - If you want to use ""ever since"", you have to write it like....""I have been reading mystery novels ever since."" Sorry it is very tough to explain without a lot of paragraphs.*^_^*",Spanish
I can't stop reading them once I come to an interesting part.,"I can't stop reading them once I come to an interesting part. - I know the feeling! I like to read Star Trek novels, and I often do not get enough sleep, because I stay up very late reading.",Spanish
"I visited two cities today, and saw hundreds of, thousands of people.","I visited two cities today, and saw hundreds of thousands of people. - *^_^* I do not think there is a comma needed. I am not an expert in English grammar though.",Spanish
"""What are you starting to do?""","""What are you going to do?"" ""Starting"" is the literal translation from the Japanese sentence, but you never say ""what are you starting to do"" in English.",Spanish
"Their parents feel sorry for them, so they secretly buy presents for them and make their children believe that Santa Claus has visited them.","Their parents feel sorry for them, so they secretly buy presents for them and make (their children) believe that Santa Claus has visited them. [Alternative: ""... and pretend that Santa Claus has visited them."" ""Their children"" can be omitted; ""make believe"" without an indirect object is a synonym for ""pretend."" If you want to include the indirect object, you can also say ""... and pretend to their children that..."", but ""to their children"" is not necessary.]",Spanish
"so fall is coming, i was wondering i would like to start something new stuff.","So fall is coming; I was wondering if I would like to start something new. [You can either say ""start something new"" or ""start some new stuff,"" but you say ""start something new stuff."" Also: the punctuation mark "";"" (pronounced ""semi-colon"") is used whenever you want to join two separate sentences to make them seem like one continuous thought. If you can use a period in place of a comma (i.e. if you have two verbs and two subjects and a comma between them), then you should replace the comma with a semi-colon. of native English speakers don't know this, however.]",Spanish
"Those are ""WHITEOUT"",""How to choose a boyfriend to be happy"" and ""Doraemon"".","Those are ""WHITEOUT"",""How to choose a boyfriend to be happy"" and ""Doraemon"". (Maybe, you could put this sentence with the first sentence like this; I rented three DVDs today; 'Whiteout', 'How to Choose a Boyfriend to be Happy' and 'Doraemon').",Spanish
They don't fly much but walk on the ground.,Birds in Australia walk on the ground more than they fly.,Spanish
my feeling of a school day.,"[NOTE: The original title, is not common way to express this in English. I tried to give a suggesion on a better title, but it may not be what you want.]",Spanish
But take care because sometimes there are bad adults who steal in costume of Father Christmas.,"But I must take care because sometimes there are bad adults who steal while wearing costumes of Father Christmas. (A more natural way to express this, I think, is: ""But I have to be careful because sometimes robbers wear costumes of Father Christmas."")",Spanish
"""It can't be helped.","""It can't be helped. (This isn't a common expression in English. I can imagine the old woman saying ""I suppose... One more time."")",Spanish
"(In Japanese, this movie's title was called ""ichi-kyuu-yon-ichi"", maybe for some marketing reason.)","(In Japanese, this movie's title was called ""ichi-kyuu-yon-ichi"", maybe for some marketing reason.) (My ""grammar radar"" is telling me that "", maybe for some marketing reason."" makes this sentence grammatically incorrect, but I'm not sure why! I think this sentence sounds completely natural if spoken, and makes perfect sense to me when read. To quiet my ""grammar radar"", I would rewrite this as ""In Japanese, this movie's title was called ""ichi-kyuu-yon-ichi"". This may have been for some marketing reason."" However, I think your sentence sounds more natural.)",Spanish
They do not seem to know that it is not an absolute thing about the Chinese characters commonly used.,"They do not seem to realize that the jouyou-kanji list is not the absolute end all (in terms of learning kanji). (i use 'jouyou-kanji' here because this is an official list set by the japanese government, and should not be confused with 'everyday kanji' which is more general, the kanji used most often. i realize theyre much the same but want to retain the nuance)",Spanish
"blog move house mean from one blog's diaries copy to another blog,two blog content are same.","blog move house mean from one blog's diaries copy to another blog,two blog content are same. Blog MoveHouse allows you to copy from your blog to another, so that both blogs' contents will be the same.",Spanish
I send an e-mail to a major of Ningbo government,"I sent an e-mail to a major of Ningbo government*""major"" doesn't work so well; I'm not sure if it works but you can say ""I sent an e-mail Ningbo government"" or ""I sent an e-mail to the Ningbo government"".",Spanish
Music gives for us a lot of new force and emotions.,"Music brings and delivers us a lot of new forces and emotions.[[If you want to use 'gives,' delete just the 'for.']][['a lot' can be replaced by the word ""many.""]][['new forces' is a phrase I'm not too familiar with. If you were to describe more of what these so-called 'forces' were later, you can keep it. If not, you are better off using a different word choice.]]",Spanish
Real Estate of Shanghai are getting to the destination,"Real Estate of Shanghai are getting to the destination I'm not sure I understand this sentence. Maybe, ""The real estate market of Shanghai is overheating""",Spanish
A spat out chewing gum has difficulty in cleaning.,"spat out chewing gum is difficult to clean.I know that people can ""have"" difficulty doing things, and that makes it so confusing, but for inanimate things, we usually don't use ""have"" with difficult. English has rules that exist for no reason.;)",Spanish
It is scheduled to go to the concert of classics at the Christmas Eve.,"(You only use ""it"" when you have a subject. Example: The tree and its leafs are beautiful. You use the word ""it"" to replace the same word so you are not repetitive.) scheduled to go to the concert of classics (use the word ""on"" when referring to a date. ) Christmas Eve. I'm ( or I am) scheduled to go to the concert of classics on Christmas Eve.",Spanish
"because, the tsnami is swallows anything, houses, persons and cars, etc.","Tsnami's swallow , houses, people , cars, and anything else which is caught in their path. =(I would not recommend using etc, because it is very informal and its proper use is bit ill defined, so though takes more words, think better to place the anything at end and clearly define what you are trying to say.)-Also when referring to a group of people, I would say to use the term people, as persons is narrow term used generally in law for class of people who can possibly be defined.",Spanish
My favorite groups are Depeche Mode and Muse but even so I like DM more.,"My favorite groups are Depeche Mode and Muse, but I like DM more.You don't really need to write 'even so,' because it is understood from context and sounds a bit awkward in English.",Spanish
Keep on making mistakes.,"I keep making mistakes. (Please remember to always write the subject (= I), I know it is common to drop them in other languages but not in English)",Spanish
"But fortunately, January 2nd and 3rd is weekend next year.","But fortunately, January 2nd and 3rd falls on a weekend . (I tend to say 'falls on a weekend this year' since New Year's is so close to today. To make it clear, you could say ""this coming year."" Altough 'next year' is technically correct, when I hear that I think your talking about the following year 2011.)",Spanish
There are big difference between Japanese and English but I think it's chance.,"There are many differences between speaking and writing Japanese when contrasting spoken and written English. Further, I think it's a gamble to decide what word corresponds to English from Japanese and vice-versa. (I tried to interpret your implication to the best that I could, but I am not sure if this sentence is what you are trying to say).",Spanish
But I would like you to remember that I did not live life which,"But I would like you to know that I did not live/behave intemperately or licentiously. [""Intemperate"" and ""licentious"" are both very fancy words; one rarely uses them to describe one's own behavior this way. Perhaps: ""I want you to know that I didn't drink too much or fool around with women.""]",Spanish
I wondered if a teacher (not in a movie) gave such a project to students in America truly.,"I wondered if a teacher (not in a movie) actually gave such a project to students in America . (This sentence is correct, but it would sound more natural to say, ""I wondered if actual teachers in America give their students that kind of project."")",Spanish
"What is the difference between ""lesson"" and ""practice""?","What is the difference between ""lesson"" and ""practice""? A lesson is where you are taught information Practice Is where you take that information and try it out For example: I had a lesson on how to bake a cake today. I am going to go home and practice making it on my own.",Spanish
I think that adapting its own currency to floating rate system is a gateway to success as a developed country.,"If China hopes to be looked upon as a world leader, she has the obligation to adapt to a floating rate system. ( I hope I have not misinterpreted your ideas here.)",Spanish
In 1964 we held the Olympic Games in Tokyo (you can compare it to Beijing Olympic Games in 2008).,"(Actually, the two countries seem to have taken a similar path. I wonder if you think it is ok to insert a topic sentence here.) I n 1964 we held the Olympic Games in Tokyo while China held theirs in Beijing in 2008.",Spanish
Because some people think it is mysterious but many people have been treated to these doctors.,Though some people think it is mysterious many people have been successfully treated by these doctors. <--- I used 'though' as you are suggesting that there is a drawback to acupuncture but that this drawback does not outweigh the effectivenes of acupuncture. I also added 'successfully' because it is possible to be treated by a doctor but not get better.,Spanish
"They want to control Belarus, buy our factories, make us to introduce into practice Russian national currency and get our territory eventually.","They want to control Belarus, buy our factories, make us use the Russian ruble for our currency and get our territory eventually. (Pretty sure that most everyone knows the ruble is Russia's form of currency, so it's just easier to say that)",Spanish
"They lived together until William died, and Katrin assured that the spirit of her dead husband frequented her.","They lived together until William died, and Katrin assured that the spirit of her dead husband frequented her. [the second part of this sentence is difficult to understand. I think you might want to saw ""Katrin that the spirit of her dead husband her.""]",Spanish
i should take care about own's duties as i'm ablc to fulfill the duties.,=,Spanish
"When I was in the school, I thought it was hard to learn the grammar of Enlgish.","When I was in the school, I thought it was hard to learn the grammar of Enlgish. When I was in school, I found English grammar difficult to learn.",Spanish
"And now, I'm writing my diary with UNIQLO's home ware!","And right now, I'm wearing UNIQLO's home ware (pyjamas?), while writing my diary! (I'm not sure about this sentence. Are you wearing UNIQLO's home ware, that is to say, clothes that you would not leave the house in?",Spanish
"When I said that her studens seem to have been improving Japanese a lot, she looked really happy to hear it.","When I said that her students seem to have been improving in Japanese a lot, she looked really happy to hear it. (Or: When I said that her students' Japanese had made a lot of improvement, she looked happy to hear it.)",Spanish
The link to the USAID website is below.,"The link to the USAID website is below. (Here you need to have ""the"" because it is modying ""website"" as well as ""USAID"". The English language doesn't make any sense sometimes ^^)",Spanish
i'm studying English for my future study.,I'm studying English for my future study. or (I am studying English in order to accomplish future education.),Spanish
He seems to like Japanese animations.,"He seems to like Japanese animation. (If this was a formal essay, I would suggest saying ""My friend seems..."" because ""He"" is not clear. The last sentence was about Studio Ghibli.)",Spanish
There are zealots on the roads so it is dangerous to drive at high speed on the motorway.,"There are zealots on the road so it is dangerous to drive at high speeds on the motorway. <This sentence has problems because 1) I don't know what you mean by zealots - we don't usually use this word in normal contexts; 2) ""at high speeds"" sounds like ""at dangerously high speeds"", so you probably want to rephrase this. I don't know if you actually mean ""at high speeds"" or ""normal speeds"" on the highway; 3) I don't know what you mean by ""motorway"" - do you mean any road, or do you mean highways/freeways?>>",Spanish
"I love sweets, and I had maybe more than 5 cups of jelly!","I love puddings, and I had maybe more than 5 cups of jelly! I am English so I would say ""puddings"", I think Americans would normally say ""desserts""? (I'm not sure about this, best to check with an American).",Spanish
"The earthquake in Japan on 11th March had a magnitude of 9.0, which is the greatest one ever.","The earthquake in Japan on the 11th of March (or, ""March 11th"") had a magnitude of 8.9, which is the greatest one ever. (You might want to say ""which is the biggest earthquake to ever hit Japan."" There have been bigger earthquakes recorded in other countries, so saying it this way avoids confusion.)",Spanish
"As the trend goes,I reckon if Shanghai locals would insist their dialect coverage over a more broader district.","As the trend goes,I believe ( reckon is very much a spoken slang word ) if Shanghai locals would insist their dialect coverage over a more broader district. ( not sure what you mean here - maybe ' To continue this trend , I believe Shanghai locals would insist on their dialect covering a more wider area? - sorry!)",Spanish
"Until Thursday evening, I felt vigorous again.",. I didn't regain my energy until Thursday evening.,Spanish
You mistake the numbers.,You screwed up the numbers. (this is colloquial english to match your japanese),Spanish
The world becomes nearer.,It can bring people together. (It means the Twitter can make people's distancebecome shorter. I just make a guess. Is it your meaning?),Spanish
"When I read his entries I felt reading entries of other Jananese corrected by some native speakers very useful to notice the difference in expression between Japanese and English, because that touches the heart of the common matter for Japanese people learning English.","I find it very useful when reading entries written by other Japanese corrected by native speakers, because you can tell the difference in expressions between English and Japanese. It touches the heart of Japanese culture for Japanese people learning English.",Spanish
"^^ She said ""It's awesome!","^^ She said it's awesome, and that it is a very clever way to lean and practice English, as well as for others to learn and practice Japanese.",Spanish
"My teacher ask us to write an essay of 200-300 words on it, using the thoery of modularity and productivity.","My teacher has asked us to write an essay of 200-300 words on it, using the thoery of modularity and productivity.As the asking has occurred in the past you have to add ed to the end.ask- present or future.asked-pastHave you asked her yet? (past)Will you ask her now? (present)I will ask her tomorrow. (future)or I will be asking her tomorrow (future)",Spanish
It is very hard word tfor us in one day.,"It is hard work for us for a day.We generally wouldn't use ""very"" here because ""hard work"" implies that it is very hard or difficult to do.",Spanish
"Rice cakes are round, and I simmer them on low heat separately with soup carefully because they melt down if they are boiled rapidly.",The rice cakes are round. I simmer them on low heat separately from the soupwith great care (I think it's best to avoid two adverbs in one sentence.) because they would melt at high temperatures.,Spanish
There are more ways to learn English and I was reminded by the article.,"There are many ways to learn English and I was reminded by the article. or,I was reminded by the article that there are many ways to learn English.I was reminded by the article that they is more than one way to learn English.",Spanish
It was very fast.,"((It would sound more natural to connect this to the previous sentence: ""We could hear our baby's heart beating very fast.""))",Spanish
"I am poor at the skills of foreign languages, especially grammar, but I wanna improve my language skills with my best effort.","I am poor at language skills, especially grammar, but I want to (wanna is slang, it is better to avoid slang when you are learning a language) improve them by doing my best effort.",Spanish
I would like to be given me many times to use freely myself more much than now!,I would like to be given me many times to use freely myself more much than now!I would like find a way to have more free time for myself than I do now.,Spanish
So they how to prove our products out the specification?,So how can he prove&nbsp;out&nbsp;the specification of&nbsp;our products?,Spanish
"But we lost $2,000 in our salary whole ENG department, because of my boss detected an event.","But we, the entire engineering department, each lost $2,000 of our salary because my boss decided we hadn't been working hard enough.",Spanish
"In November, the weather does not have to rest on the benches.",(Here I am a tiny bit confused so I'm not going change anything yet.),Spanish
On the other hand my brother orderd a plate of Croque-monsieur.,"(Hmm... we wouldn't really use 'on the other hand' in this way. It is used to show opposites or differences as you have done, however, choosing two different meals at a restaurant is quite usual.)",Spanish
"You know, there is this guy from Hong Kong, who is an exchange student at my university.","You know, there is this guy from Hong Kong who (or: Kong, he) is an exchange student at my university. (Short explanation: Defining relative clauses are not preceded by a comma. Long explanation: check out http://owl.english.purdue.edu/owl/resource/645/01/ and http://en.wikipedia.org/wiki/English_relative_clauses . It's not really a big deal, but I felt I ought to mention it to you ^^)",Spanish
"I hope you'll enjoy your day too, people!","I hope you'll enjoy your day too, people! (I think adressing people with 'people' is something mostly done by those people's superiors. Assuming you don't suffer from megalomania, it's better to use the word ""everyone."")",Spanish
"Anyway, my English dad and mom went out for seeing a movie last night.","Anyway, my English dad and mom went out for a movie last night. usally you only have to mention example ""gone out for a movie"" since its understood that your going to watch it. Oh and something interesting, you might know this but mom is american english, mum is British English. Australia also uses mum.",Spanish
I have lived in Canada for 1year.,"I have lived in Canada for 1year. ((Don't end the sentence here. Continue it. ""for 1 year, but my English...""))",Spanish
"In particularly, I love 'Princess Mononoke'.","I particularly love ""Princess Mononoke."" (Use single quotation marks when you are saying a title inside a quote. For example: I said to my sister, ""we are going to watch 'Spirited Away' tonight."")",Spanish
"I suppose all of them has a message for audience, that's why so many people are attracted by them.","I suppose all of them have messages for the audience; that's why so many people are attracted to these movies. (When you have two or more pronouns, it is best to use a noun instead in order to avoid confusion in what you are trying to say.)",Spanish
Japan's prime minister addresses that Japan reduces green house effect gas emission by 25% to 1990 level.,"Japan's prime minister announced that Japan will reduces its emission levels of greenhouse gases by 25% to the level in 1990 . -> usually when 'address' is used, it is used in contexts such as 'to address the public', 'to make an address'; I'm not sure who the prime minister is addressing so I decided to change it to 'announced'",Spanish
"FINAL EXAMENS,I HAVE TO SPEND MY TIME TO REVIEW ALL POINT THAT TEACHER SHOW ME IN THE CLASS.","FINAL EXAM,I HAVE TO SPEND MY TIME TO REVIEW ALL POINT THAT TEACHER SHOW ME IN THE CLASS. Correction: For the final exams, I have to spend my own time to review all the points that my teacher has shown me in class.",Spanish
To provide CV and recommendation and analysis of one selected scientific paper is needed.,"To provide CV and recommendation and analysis of one selected scientific paper is needed. Your structure is what is called passive voice. It would be more common to say: I need to provide a CV, a recommendation, and an analysis of one selected scientific paper.",Spanish
And then she taught her co-worker about how to job of her.,"And then she taught her co-worker about how to . (This is ambiguous, I'm not sure what you mean. Do you mean that Tomoko taught the co-worker about how to do Tomoko's work, or do you mean Tomoko taught the co-worker how to do his own work?)",Spanish
Life is very difficult for me and I indicate the justice is so difficult in modern Japan.,"Life is very difficult for me and the justice is so difficult in modern Japan. Usually these two sentences would be put together to read: ""Justice is so difficult in modern Japan and life is very difficult for me because I made mistakes in my life and I am stilling making mistakes.",Spanish
Two days are my days off and one day is national holiday named P.,"I had wo days off and another day for the national holiday, P.",Spanish
But my co-worker became pretended cool since she works here.,"But my co-worker has been pretending to be cool since she started working here.Your choice of but is interesting. It suggests that you don`t think very much of her. It would actually go bette r if the preceding sentence had been just a little negative. Something like `She is not particularly good looking/interesting but, my co-worker......` Try not to use `But ` as a the beginning of a sentence. It@s okay but it`s more useful for making longer sentences.",Spanish
"I don`t think, that i'm good in it, but I like speaking on it.","I don`t think that 'm good it, but I like speaking it. The rules for commas are different in English; you should use a comma only when you would actually pause. ""I"" is always capitalized. The phrase you want is ""to be good AT something"". In this context you wouldn't say ""speak ON"", just ""speak"".",Spanish
It was run short.,"It was run short. You may have meant that there weren't enough order cards for the entire audience. If that's the case, you may want to consider using ""However, they ran short (of order cards).""",Spanish
"I spent one and a half hour on the way,because it is reallya long distance from my home to Greek Consulate.",It took an hour and a half to get there because it is really long distance from my home. (If you just say hour it is implied you mean just 1 hour and hour comes first in common speech. If there are more than 1 then the way you had it before would be correct! In your last sentence you don't need to say Greek Consulate again it is assumed already),Spanish
"I drunk a cup of coffee to make myself awake, then I started studying English immediately.","I drank a cup of coffee to make myself awake, then (I) started studying English immediately. [The past tense of ""drink"" is ""drank""; ""drunk"" is the past participle: I drink, I drunk, I have drunk. When listing actions performed by the same person, you don't need to repeat the subject (""I"" in this case). Alternative: ""I drank a cup of coffee to wake myself up, and then immediately started studying English.""]",Spanish
I uesd to work at the famous desiners brand for about 3 years.,"I used to work at the famous designers brand store for about 3 years. (When you say ""the famous designer"" do you mean Ray-Ban? If so, you could say: I used to work at their store for about three years.)",Spanish
"So, I generally find good sides of people rather than point out what is lucking or not enough.","So, I generally (try to) find good sides of people / ""...find the good in people"" rather than point out what is/what they're lacking.",Spanish
"I think I manage to write and read in English, but I have to improve my listening and speaking ability much more.","I think I manage when it comes to writing and reading in English, but I have to improve my listening and speaking abilities much more. (Sorry, I had to reconstruct your sentence a bit because you used the word ""manage"". You could also say something like: ""I think I'm not so bad/average/pretty good/excellent at writing and reading in English"")",Spanish
I sympathized with him.,"I sympathized with him. Me too. Poor old guy, probably can't get any women, and has to resort to paying large sums of money to meet women. I hope the same thing doesn't happen to me when I'm his age.",Spanish
I already got my university's graduate certification.,"I already got my university's graduate certification. (did you want to say, 'I came to Japan to get my university certificate the last time'?)",Spanish
"Sometimes foreigners say that ""Japanese are very hard workers."" If you ask me, I have to say ""No way."" Their way of working is not productive.","Sometimes foreigners say that ""Japanese are very hard workers."" If you ask me, I have to say ""No way."" Their way of working is not productive.Sometimes foreigners say that Japanese are very hard workers, But if you ask me, I say ""This is not the case"" Their way of working is not productive.",Spanish
"Now I am taking effort to make up my fault, but the consequent is not significantly.","Now I am taking effort to make up my fault, but the consequent is not significantly.A more common way of saying this would be:Now I am making more effort to improve my English.",Spanish
I want to find a job in that compnay which founded in europe or america where I can improve my spoken english skills and will have some good opportunity to grow up.,"I want to find a job in a company which was founded in Europe or America where I can improve my spoken English skills and have a good opportunity to mature. (Children grow up to become adults, but if you are already an adult, you just become more mature over time.)",Spanish
i live in aichi prefecture.,"I live in Aichi Prefecture. - Perfect sentence but you have to use capital (big) letters all the time for ""I""; Also in this case you are introducing your hometown so to emphasize it you have to capitalize the first letters of the place.",Spanish
Japan will be back soon.,"Japan will be back soon.(I'm also sure that Japan will be able to get on their feet soon. All they have to do is to believe in eachother and to believe in themselves. Remember your past, smile to the future... ^.^)",Spanish
"For example, in the case of a sample research on the Internet, if I cannot find appropriate material in Japanese language websites, I will enlarge my research scope to another language, another country or by digging in forums and local bbs.","For example, in (This is unnecessary. Try to make your sentences more direct) a sample research on the Internet, if I cannot find appropriate material (This may not be incorrect, but usually people say ""on a website"" not ""in a website"".) Japanese (""language"" is unnecessary. It is implied that you mean that something is in Japanese when you use ""Japanese"" to describe something.) website, I will enlarge my research scope websites in another language, (It's implied that you are looking at websites from other countries when you say ""in another language"". Unless you mean looking at newspaper articles or other paper resources, I suggest you omit ""another country"") or by digging in forums and local bbs. *(Simply saying ""enlarge my research scope to another language"" doesn't work because in the next line, you say "" or by digging in forums"". There is something called ""parallel structure"" which means that the way you word one part of the sentence has to be the same as the way you word another part. Does that make sense? If it doesn't feel free to ask me to clarify this further.""",Spanish
Some of the students do not work hard and they just want to make a sudden attack and make sure they won't fail in any classes.,"Some of the students do not work hard and they just want to make a sudden attack and make sure they won't fail in any classes. (do you mean they only work in the last week leading up to exams?? if so then a common expression English people use is ""cramming for exams"" ie you could rephrase your sentence as Some of the students do not work hard and just cram for exams to make sure they won't fail any.",Spanish
Finally I bought Friends today^^,"Finally I bought Friends today^^ [or ""Finally, I bought a boxset/DVD of Friends today"", in case someone doesn't know what Friends is - they may think you mean you bought some people!!]",Spanish
"Tonight, I went to SENTOU!!","Yesterday night, I went to SENTOU! (since you are using past tense you can't use ""Tonight"" as this refers to the present/future tense)",Spanish
I think the word causes the misunderstanding.,"I think the word causes the misunderstanding. This is what I meand in the comment above! Combine both sentences, and it will sound more natural : ""Kakaa"" means wife and ""denka(tenka)""'s meaning is not immeaditely clear and causes misunderstandings.",Spanish
He had asked around people but all Japanese refused because they can't speak English.,"He had asked around but all Japanese refused because they speak English. (Using ""because they can't speak English."" isn't necessarily wrong, but it sounds more natural to use could in this case since you are talking in past tense.)",Spanish
"Though, I felt they are powerfull","Though, I felt they are powerful. Despite that, I can still feel the passion of Yokohama's people.",Spanish
"The reason why I couldn't write journals last night is that I was too exhausted, for I woke up at around 6:00 yesterday and I went to Chiba, which takes 2 hours to go from where I live, to cheer two of our group activity's teams.","The reason why I couldn't write a journal last night is that I was too exhausted. That's because I woke up at around 6:00am yesterday and went to Chiba (it was a 2 hour trip) to cheer up two of our group activity's teams. The sentence was originally too long. In order to make it simpler, break it up with a period (...exhausted. That's because...) and parentheses (...Chiba (it was a 2 hour trip) to cheer...).",Spanish
I think I went out on a limb for my hair...(Please tell me more natural ways to express what I want to mean..),"I think I went out on a limb for my hair... [I .. can't think of any alternatives at the moment! I'm sorry! My English is bad, apparently... But your meaning is clear]",Spanish
Making English skill better is the reason why i came here.,I came here in order to improve my English.,Spanish
we had to wait for a hour.,"we had to wait for an hour. (Usually, you would use ""a"" for nouns that begin with consonants. However, the ""h"" in ""hour"" is silent, so you would have to use ""an."")",Spanish
"What matters worse, such a TV commercial seems appearing by using technique.",(I'm not sure on what you're trying to say here either...),Spanish
"I mean that by spreading Internet and high-spec-phone called smart phone, many advertisements appear from them.","(I'm also not very sure on what you mean here, but I think you meant to say, ""Advertisements have greatly advanced, they are using the Internet and smart phones to convince people to spend their money on their products."")",Spanish
I was advised to stay a week without fasting shiku shiku no more Ramadan for me.,"I was advised to spend a week without fasting shiku shiku no more Ramadan for me. It's a different type of Ramadan customized just for you, so don't shiku shiku.",Spanish
An American friend of mine here who has read a lot of English entries mainly written by Japanese people has realized that she has become less sensitive to some wrong English expressions that Japanese people very often use.,"An American friend of mine here who has read a lot of English entries written mainly by Japanese people has [recently]* realized that she has become less sensitive to some English expressions that Japanese people very often use incorrectly**. *""Has"" is fine, but you can say ""recently"" instead of ""has"" to make it sound more natural. ""Has"" sounds like I am reading a newspaper article about some newsworthy event.**The English expressions themselves are not wrong, they are simply being used incorrectly. So instead of using an adjective to modify the word ""expressions"" itself, you should use an adverb to modify the verb ""usage.""",Spanish
It is being required to find many evidences to prove a few ideas.,"It is being required to find many evidences to prove a few ideas. Try to answer who is requiring more evidence. It doesn't tell your readers anything. Try to write in active voice (attributing each action or phrase to a noun or source). Using ""it"" changes all of your sentences into the passive voice.",Spanish
"I don't know why I feel fulfill my heart, just like going to the ocean calmly.","I am not sure that I know why, but I am feeling quite satisfied at the moment. It is a bit like lying by the sea, relaxing and listening to the ocean waves. (I have tried to translate your Japanese into 'dreamy' English.)",Spanish
I'm sorry that I didn't have time to write in essey today.,"I'm sorry that I didn't have time to write an essay today. (Looking at the original Japanese, you could write 'I'm sorry I didn't have time to continue the essay today.')",Spanish
What I want are:,"What I want is:(""are"" makes more sense because you're listing numerous things, but the way I see it is that your list is a list of numerous ways to continue the sentence ""what I want is""...I hope that makes sense)",Spanish
The CDs I bought yesterday were very well.,"The CDs I bought yesterday were very good. . <The word ""well"" is usually used to describe how you are feeling or if someone did something, such as a music performance. Examples: ""I don't feel well today."" (if you are feeling sick) or ""In today's basketball game, he played well."">",Spanish
I've never felt it's so interesting.,"I've never felt that using You-tube was interesting before now. (In your last sentence you mention that ""I found it more interesting to show something than to just watch it"". So you should change this sentence to show the contrast between the past and now)",Spanish
a chip off the old black>But of course I'm not ~.,a chip off the old block> It means that a son is just like his father in his mannerism and the way he acts. Ex: John is just like his father and many people say he is a chip off the old block.Probably don't need to learn this one but you will hear it from time to time but it's becoming less common.,Spanish
I didn't miss the shop staff chenge her face when I refuse their recommended things!,"At one occasion when I refused to buy a product I was recommended, I couldn't escape a staff member applying it on her own face. (I rephrased the whole sentence, I hope you don't mind)",Spanish
I've already finished studying in university 3 years.,"I've already finished studying in university 3 years. I wasn't sure if you were trying to say that you had finished your 3 year university course, or that you finished studying 3 years ago. The previous sentence suggests that you are still attending university in Japan.",Spanish
"They waved and Gackt did an air kiss in our direction, very sweet ^.","... Gackt did an air kiss in our direction...[I think an ""air kiss"" is when you go cheek to cheek, but don't make lip contact, and if he mimed kissing from a distance it's ""blew us a kiss"" but that actually sounds a bit old fashioned, so you may be correct]",Spanish
I couldn't have accessed to the lang-8 these days!,"I haven't even had time for Lang-8 lately! The grammar in this sentence makes it sound like there was something wrong with your internet connection, so you literally could not connect to the site. Further, in English the word ""access"" is not normally used when talking about visitingwebsites. It's easier to understand if you just say that you haven't had time for it.",Spanish
"On the other hand,as vanity as custonmers may be,we create our own problems.","On the other hand, as vain customers ,we create our own problems. [What do you mean by ""vanity"" here? I think the meaning you want is lost here in English.]",Spanish
That's because I didn't know the meaning of faucet and how to describe the water falls off in English until I learned the phrase on the kid's show.,"That's because I didn't know the meaning of the word faucet, and how to describe when water flows out off it in English until I learned the phrase on the kid's show. (Falls is ok, but I think flows is a better verb to describe liquid.)",Spanish
"After people buy the same book, they meet up to discuss the book.","After people bought the same book, they meet up to discuss the book/it. (Your sentence is okay, but you can refer to ""the book"" as ""it"" later, to avoid repetitions. Makes the sentence sound smooth)",Spanish
"When I cannot get rid of my negative feelings about the quake, I try to think about my next trip to America.","When I cannot get rid of my negative feelings about the quake, I try to think about my next trip to America. (This sentence sounds great, but a tip for making it sound more natural to English speakers: ""When I cannot (my) negative feelings about the quake, I try to think about my next trip to America."" We sometimes use the verb ""shake"" when we are trying to get rid of an emotion or feeling that we don't want to be feeling.)",Spanish
