text,correct,predicted_native_language
So Today's work is first time in a week.,So today when I returned to work it was the first time in a week.,Chinese (Mandarin)
"When I correct someone's journals on lang-8 which was written in Japanese, I realize one thing many times.","When I correct someone's Japanese journals on Lang-8 , I saw one thing over and over.",Chinese (Mandarin)
"(When I have nothing to write, I often do ""decribing pictures"".","(When I have nothing to write, I often do ""picture descriptions"". (I changed this to ""picture descriptions"" because you originally had the verb ""describing"" right after ""do."" This sounded just a little bit unnatural to me. ^^)",Chinese (Mandarin)
"On the way to home, I almost fell down sometimes because of snow.","On the way to home, I almost fell down a few times because of snow.(""sometimes"" sounds like a word you'd use if you were talking about an event that occurs over a period of days, weeks, or months. But since you're only talking about walking home one day, I think using something like ""a few times"" is more natural ^^)",Chinese (Mandarin)
I hope she will notice it.,"I hope she will realize it.(""notice"" doesn't really match with the context of your sentences, but I think ""realize,"" does, so it sounds more natural to me ^^)",Chinese (Mandarin)
"This is my way lol And I'm sneezing now, because of SUGI!","This is my way lol And I'm sneezing now, because of SUGI!(Do you mean ""this is my way of getting sick""/this is how I get sick""?)",Chinese (Mandarin)
"I rarely speak to them, however, recently I have a conversation in English sometimes.","I rarely speak to them, however, I sometimes have conversations in English . (Or, ""I rarely speak to them, however, recently I have been having some conversations in English."")",Chinese (Mandarin)
And I want to go studying in English country next year.,"I want to go study in an English country next year. And does not usually start a sentence. Adding ""-ing"" makes it seem like you are doing that now, in the present.",Chinese (Mandarin)
"Born in Kobe, Japan.","Born in Kobe, Japan. I was born in Kobe, Japan (It is better to have a subject in the sentence.)",Chinese (Mandarin)
"The theme of this artwork is ""sleep"".","The theme of this artwork is ""sleep"". ( I suggest adding this to the last sentence so it becomes : It was drwn by Edouard Vuillard, and the theme of his artwork is 'sleep.'.)",Chinese (Mandarin)
He felt difficult to understand the Japanese young generation's problem.,He found it difficult to understand the problems of the younger generation in Japan.,Chinese (Mandarin)
I have always thought I want to go there.,I have always thought going to the shop. (I read your Japanese and it was Temashita. Is Temashita the name of the shop?),Chinese (Mandarin)
"Without Elza's alarm clock, we indulge in sleeping late","Without Elza's alarm clock, we indulge in sleeping lateWithout Elza, our alarm clock, we indulge in sleeping late orWithout Elza, acting as our alarm clock, we indulge in sleeping late",Chinese (Mandarin)
"When I eating this chocolate, I can feel so happy and comeback sense of childhood.","When Ieat thechocolate, all of my memories of childhood come back to me that make me so happy.",Chinese (Mandarin)
glup down (drink something quickly),"glup down (drink something quickly) Gulp something down. Sometimes use it. Some corner stores like 7-11 sell a BIG drink called a ""big gulp.""",Chinese (Mandarin)
"I think pronounciations ""Question"" and ""Christan"" are very similar.","I think pronounciations ""Question"" and ""Christan"" are very similar. For this, you could write, ""I think that the pronunciation for ""Question"" and ""Christian"" are very similar."" You could also write, ""I think that ""Question"" and ""Christian"" are pronounced very similarly."" Or, ""I think that ""Question"" and ""Christian"" have very similar pronunciations.""",Chinese (Mandarin)
"Sports festival at elementary school in NY begins ""Let's enjoy"", but in sport festival only for Japanese students living in NY case, it begins an opening address""Do your best not to humiliate yourself in front of guests"" When even playing, we have a spirits to do our best earnestly.","Sports festival at elementary school in NY begins with ""Let's enjoy"". However, in sports festival for Japanese students living in NY , it begins with ""Do your best and do not humiliate yourself in front of the guests."" Even when playing, we have the spirits to do our best earnestly.",Chinese (Mandarin)
"When I also watch TVshow about Japan-Korea/Japan-China problems, Korean/Chinese people tell us only what Japan did and nobody talks about our future hereafter.","When I watch TV shows about the problems between Japan and Korea, or Japan and China , Koreans and Chinese people tell us only what Japan did. Nobody talks about our future thereafter. (Maybe you want to say ""The Koreans and Chinese people what Japan did . . .)",Chinese (Mandarin)
"In fact, they hate people of color?!?!","In fact, they hate people of color?!?! This is a tricky subject. Really, there are a lot of guys that like Japanese girls (or black girls, or Spanish girls, or all girls...) :^) I have heard the same story from other Japanese girls that come over to Canada. Part of the problem is that people date differently in Japan and Canada. In Canada, a lot of the times the girl has to show the boy that she is interested in him. If there's a guy you like, maybe you can ask him out. Tell him that you want to practice your English with someone.",Chinese (Mandarin)
Franklly speaking I am a kind of guy who get tired of anythig immediately and it's troublesome for me to write a prose in English.,"Frankly speaking, I am the kind of guy who gets tired of anything really quickly. Also, I find writing in English very complicated.",Chinese (Mandarin)
The one of them went to study to Melbourne in Australia who on the way Hong Kong from Melbourne has now visited Thailand.,"One of her best friends goes to school in Melbourne, Australia. On her way to Hong Kong from Melbourne, she is now making a stop to visit Thailand.",Chinese (Mandarin)
I'm sophomore and my major is Technology of Electronics in Tokyo University of Science in Japan.,"I'm sophomore Technology of Electronics Tokyo University of Science in Japan. [in the UK we tend to say ""second-year student"" instead of ""sophomore""]",Chinese (Mandarin)
"One day, He came to this coffee shop!","One day, e came to this coffee shop! (you were talking about the owner previously, so you might want to replace ""he"" with ""John Lennon"")",Chinese (Mandarin)
"During the time I study that, there was no blockage except for one thing.","I was doing okay with it, (It was going okay), but then I had a problem (question).",Chinese (Mandarin)
Shimonoseki is the town I live in.,Perfect!,Chinese (Mandarin)
"Today another friend said she passed the same exam,as it happened.","Today another friend said she passed the same exam, as it happened. [Note on punctuation: You must type a blank space after a comma. It is not included in the comma character, as it is in Japanese.]",Chinese (Mandarin)
"Come to think of it, ""when rabbit felt sad, it will die soon."" is popular rumor in Japan.","There's a popular saying in Japan: ""When a rabbit feels sad, it will die soon.""",Chinese (Mandarin)
I would nominate(pick up is OK??) a Japanese.,"('nominate' is a good word to use. As for 'pick up', there is no such usage in this context. But I believe you mean 'pick'. So, if you want to use 'pick' instead, it would be, ""I would pick a Japanese."" The word 'pick' in this context is similar to 'nominate'. )",Chinese (Mandarin)
I was put down in the game.,"I was beaten in the game./ I lost the game. ('' in this case would mean 'insulted' or 'made a fool of' ""I wasby my teacher in front of the class, he called me stupid."" )",Chinese (Mandarin)
There were many flowers in Hanasajiki.,"There are many flowers in Hanasajiki.OR: ""We saw many flowers in Hanasajiki.""",Chinese (Mandarin)
What do you say gyo-za in English?,"How do you say gyoza in English? I call them ""gyoza"", but i think they might be known as potstickers in the US.",Chinese (Mandarin)
I don't recommend to play it.,"I don't recommend playing it. Whenever we use 'recommend', we always say . For example, ""I recommend to Starbucks for a place with a good atmosphere.""",Chinese (Mandarin)
Monday morning I will departure from Narita airport and monday morning in US time I will arrive at New York.,"Monday morning, I will depart from Narita Airport and I will arrive in New York Monday morning US time.",Chinese (Mandarin)
It is gambling made in Japan by bikes.,"It is gambling made in Japan by bikes.--> Maybe ""it is a bike race in Japan that you can gamble on"" would make more sense.",Chinese (Mandarin)
"I sort of dislike them because they are for high-school girls, and in my humble opinion, they are not man's work.","I sort of dislike them because they are for high-school girls, and in my humble opinion, they are not for men. (""Man's work"" sounds like a man constructing/building something, which is why I changed this)",Chinese (Mandarin)
Onion is soft and often boiled.,"In Jonathan, the onion would be boiled for a long time till it becomes soft.",Chinese (Mandarin)
"I ask clerks to buy some sweeties for soothing my uneasiness, but they gave me the same answer: ""Only Visa and Masters."" At last, I had just returned home with empty hands.","For example, when I tried to buy some candy to calm myself down, all the Chinese clerks told me (said) (gave me the same answer): ""We only accept Visa and Mastercard."" In the end, I returned home empty handed. (without nothing / without buying anything)",Chinese (Mandarin)
I bursted into laughter when he talked about a single use product of the vending machine.,I bursted into laughter when he talked about a single product from a vending machine because he spoke the word using Busan dialect. (or: he used Busan dialect),Chinese (Mandarin)
The baby who likes only yogurt made me cry.,"The baby who only likes yogurt made me cry.+++A slight change in word order makes it sound much more 'natural.' But, I think that a slight change in the words you use might be even better. What do you think of...The baby who insists on only eating yogurt made me cry!!""""?.",Chinese (Mandarin)
I`ll make Kimbob by myself.,"I'll bring some kimbap, which I'm good at making .",Chinese (Mandarin)
This is the site that I researched : Jazzradio.,"This is the site that I discovered: Jazzradio.You research something to discover answers. So, you could say, 'As a result of my research I discovered a site called Jazzradio",Chinese (Mandarin)
At the last Fall i and my daugther Habin made something from fallen leves.,"Last Fall, my daughter Habin and I, made something from the fallen leaves.",Chinese (Mandarin)
"I've bought ""Fight Club"" book at last!","I've bought the book, ""Fight Club"", at last!I've finally bought the book, ""Fight Club"", which I'm going to read when I have time.",Chinese (Mandarin)
"The shop's guests have a lot to know, everyone is focused on","There were many guests at the shop, but everyone paid attention to me.",Chinese (Mandarin)
I Registered on Twitter!,"I Registered on Twitter! Your sentence is grammatically correct, but I feel like most English speakers would say ""I got an account on Twitter!"" in this situation.",Chinese (Mandarin)
Autumn is the my most favorite season.,Autumn is one of my favorite seasons. / Autumn is my favorite season. / I like autumn the best.,Chinese (Mandarin)
I flied to Heathrow airport and I changed a domestic line to fly to Edindurgh.,I flied to Heathrow airport and I changed a domestic line to fly to Edindurgh. I flew to Heathrow airport and took a domestic flight to Edinburgh.,Chinese (Mandarin)
August is a month to commemorate (2) 60% of Americans think bombing Hiroshima was right in 2009,"August is a month of commemoration (2) 60% of Americans thought bombing Hiroshima was right in 2009 <if you use ""commemorate"" as a verb, it must have an object.",Chinese (Mandarin)
Only speak with man can help me discover for myself all interesting think that contain his country and culture.,Only speak with man can help me discover for myself all interesting think that contain his country and culture.Only speaking with people can help me discover for myself all the interesting things about their country and culture.,Chinese (Mandarin)
"I've never seen the -ing form used after ""we have no choice but"".","I've never seen the -ing form used after ""we have no choice but"".I've never seen the -ing form used like this either, ""we have no choice but to do...."" sounds much better",Chinese (Mandarin)
do you have any good ideas?,*** How do you like this? [ to come in / into contact with Sb/Sth ] ***,Chinese (Mandarin)
"But, come to think of it, Macintosh itself has a camera on it!","But, come to think of it, ! (may be better as ""macs already come with cameras in them!"")",Chinese (Mandarin)
Each people who wear this watch try to imitate this famous american's actor so they buy the watch who Brad Pitt wear.,"Everyone who wears this watch tries to imitate the style of Brad Pitt, so they all try to buy one (for themselves).",Chinese (Mandarin)
It was feeling good.,-- added this to the sentence above--,Chinese (Mandarin)
"I introduce one of these tunes is ""Senro"" to you.","I introduce one of these tunes is ""Senro"" to you. (I would like to share with you one of the songs, ""Senro"".)",Chinese (Mandarin)
"And when he was 13, his family decided to move to Spain,because FC barcelona promised to pay the doctor's fee.(FC barcelona is in Spain.)FC bacelona's manager noticed his unique talent to see his plays.","And when he was 13, his family decided to move to Spain,because FC Barcelona promised to pay the doctor's fee.(FC Barcelona is in Spain.)FC Bacelona's manager noticed his unique talent to see his plays.",Chinese (Mandarin)
Is this American's charactor?,"Is this American's character? I might instead say ""Is this typical of Americans?""",Chinese (Mandarin)
"a few day ago, i met friend of mine, he sad he will give me the cupon about the sc2","A few days ago, I met a friend of mine and he said he will give me a coupon for SC2.",Chinese (Mandarin)
"Now,I'm at the STAR BUCKS CAFE to do my homework.","Now, I'm at the Starbucks cafe doing my homework.",Chinese (Mandarin)
as I said it could mean that popular c-pop was made by him.,"Because of this, Jay could be the creator or this chinese pop genre.",Chinese (Mandarin)
We went to lots of tourist spots and three theme parks.,"We went to many tourist spots and three theme parks. (Refrain from using ""lots of"". It's wrong even if some people use it. You use either, ""a lot of"" or ""many"")",Chinese (Mandarin)
Sometimes I have a question in my mind when I'm watching it: is it really English pronounced?,"Sometimeswhen I'm watching it, I wonder: is this how English is really pronounced?",Chinese (Mandarin)
"However, in 2004 when I got into a junior high school, a large shopping center named ABC shopping center was built in my neighborhood.","However, in 2004 when I got into a junior high school, a large shopping center named ABC Shopping Center was built in my neighborhood. In English, proper nouns are usually capitalized. Since this is the name of the place, we would capitalize it!",Chinese (Mandarin)
It may have some problems,"When Chinese learn English, may have some problems.(Although ""it"" is a neuter pronoun, it is never used in reference to a person, only to objects, concepts, and animals. It's seen as dehumanizing to use it for a person.)",Chinese (Mandarin)
"now say something else, i register this Lang-8 for improving my English and make some foreign friends, whatever he or she comes from, whatever black white yellow , just make friends.","Changing the subject, I registered for this Lang-8 website/community to improve my English and make some foreign friends, despite where he/she comes from.",Chinese (Mandarin)
The experience that I went to France and Turkey for the international Karate competition when I was 10 is one of the reasons as well that I like English (I used to do Karate but no longer do it).,Another experience that influenced my like of English was that I went to France and Turkey for the international Karate competition when I was 10 (I used to do Karate but no longer do it).,Chinese (Mandarin)
"Japan got first point but next Syria got,fialy Japan got the winning point.","Japan got the first point, but Syria got the next. Finally, Japan got the winning point! It feels like there are too many actions in one sentence, so, making one sentence into two sentences sounds better. Also, it helps to show that Japan played for some time and then got the winning point! You can use a ! if you are excited about it. :)",Chinese (Mandarin)
But I bilieve that Japanese win.,"But I believe that Japan will win. Or you could also say ""I believe that the Japanese will win."" This sounds a little bit like you are talking about another country, though, So, I would use ""that Japan will win"" because you are talking about your own country versus another country (Saudi Arabia).",Chinese (Mandarin)
"Tomorrow, I'm going to manage company's drnking party","Tomorrow, I'm going to be hosting a drinking party for my boss, who is coming to Hiroshima.",Chinese (Mandarin)
I went to a shrine which is the most famous in Tokyo on Sunday.,Kore wa joutou eibun I hope this is how you say it. ^_^,Chinese (Mandarin)
"She told me when she leave the Vancouver on last year December, her feeling was very sad.","She told me when she left Vancouver last December, she felt very sad.",Chinese (Mandarin)
A delicious one has no smell and tastes like rice.,"A delicious one has no smell and tastes like rice.If it's made well, it has no smell and tastes like rice.",Chinese (Mandarin)
"""The first dream"" It have their fortune told and learn a lesson.",A person's first dream of the New Year will tell them their fortune and teach them a lesson.,Chinese (Mandarin)
It is said that Tokyo Governor said earthquke was punishment.,"Tokyo governor said earthquake was punishment. (I got this meaning from Japanese sentense, maybe I'm wrong :\)",Chinese (Mandarin)
All in all I pulled myself together and went for a stroll with my dog called Rufus.,"All in all I pulled myself together and went for a stroll with my dog Rufus. (You can just write the name after the designation. In my case, I would write about my cat Gothboots.)",Chinese (Mandarin)
"I hope Japan's win, but England is too difficult opponent for Japan to win.","I hope , but I think England is too strong of an opponent for Japan to beat.",Chinese (Mandarin)
"Today, my town blew strong wind.","Today, the wind in my town blew very strong. ~When you say ""my town blew strong wind"" in English it sounds like the buildings are making the wind.~",Chinese (Mandarin)
Most of students spend winter vacation.,"Most of the students spend winter vacation.~~This sentence sounds a little unfinished in English. How did the students spend their vacation? Did they spend it having fun or doing homework?~~ Correct sentence ""Most of the students spend their winter vacation doing homework before playing.""",Chinese (Mandarin)
"Last trip had many accidents, especially one is to go to Mont -St.-Michel.","During my last trip there had been many accidents, especially the one going to Mont -St.-Michel.",Chinese (Mandarin)
"Would you rather be self-employed, work for someone else, or own a business?","(Parallelism works best for these sorts of sentences, so I would say, ""Would you rather work for yourself, work for someone else, or manage your own business?"" But come to think of it, isn't working for yourself the same as owning your own business?)",Chinese (Mandarin)
"First of all, a position which have a responsibility such as founder or top manager, might give me a lot of chance to grow my ability.","First of all, a position like the founder or CEO, which carries many heavy responsibilities might give me the chance to grow my abilities. (First of all, a position like the founder or CEO, which carries many heavy responsibilities, might help me grow my abilities.)",Chinese (Mandarin)
"The time was too tight for me, so I call the school's teacher and let her know in case if I can't make the time, one of my friend, Jess can pick up my daughter when she will pick up her son from the same school.","The time was too tight for me, so I called the school's teacher and let her know that I might not make it in time. One of my friends, Jess, can pick my daughter <meta http-equiv=""content-type"" content=""text/html; charset=utf-8"">up when she picks her son up from the same school.",Chinese (Mandarin)
Feeling a spring is coming is very make me full of spirits.,[In the house] Feeling that Spring is coming has made me full of spirits. Or: The arrival of Spring has... Or: '...has invigorated me',Chinese (Mandarin)
""" or ""If you buy it this time, you would be able to use your point currently you have as 1.5 times""",""" or ""If you buy it now, you'll be able to get 1.5 times the value for your points.""",Chinese (Mandarin)
He is now making a feeble joke and makes us bore again...,"Nowadays/These days he makes a lot of weak jokes and is boring us again... But his jokes have become really weak these days, and I feel like the nation's eyes have rolled out of their collective sockets listening to him.",Chinese (Mandarin)
What's the supeciallity of Japnan fascinating you?,"What would you be happy to receive as a souvenir from Japan? (I rewrote it, because the Japanese had a completely different meaning >_<)",Chinese (Mandarin)
"I Teach in Senior High School,Everyday when I want to teach I must Prepare something to teach, for excample : material to teach, media and so on","I am teaching at a senior high school. Everyday, I have to prepare something to teach. For example, I must gather materials and media to teach the class.",Chinese (Mandarin)
I just found out that I can use the Englisg/Japanese dictionary under the blank where I fill my diary body.,"I just found out that I can use the English/Japanese dictionary under the blank where I fill my diary body. ~ I'd probably say ""where I write my journal entry"".",Chinese (Mandarin)
It is the japanese origin chinese noodle.,"It is the japanese origin chinese noodles. [This is hard to understand; it sounds like ""Noodles people eat in China; the noodles were made in Japan.""]",Chinese (Mandarin)
It is next to Aichi.,"Gihu is next to Aichi. [In the last sentence, there was ""a restaurant"" and ""Gihu prefecture."" Since there were things, you have to say In English, there is no way to figure out what ""it"" replaces when there are two new things talked about.]",Chinese (Mandarin)
"Today, I got the account of skype for talking with my friends and learning english.","Today, I got a skype account so I can talk with my friends and learn English.",Chinese (Mandarin)
My job is an accountant.,I work as an accountant. (This sentence is more natural in English),Chinese (Mandarin)
"Today, I have been to Incheon.","Today, I have been to Incheon/Today, I went to Incheon (this is better)",Chinese (Mandarin)
"World Cup should decrease Asia teams, instead of increasing Europe teams.","World Cup should decrease the number of Asian teams, and instead increase European participation. (Is that what you meant?)",Chinese (Mandarin)
"In conclusion, I am convinced that scientists are one of the most influential groups worldwide, but how their outcomes have impacts on human beings are determined by politicians.","In conclusion, I am convinced that scientists are one of the most influential groups worldwide, but how their work effects human beings is determined by politicians. >when you use a phrase like ""how X does Y"" as subject of a sentence or clause, it always requires a SINGULAR VERB. You have several Plural Nouns in your sentence here, but they do not affect the number of the verb. These days, even many native speakers have become very sloppy about this ""Subject/Verb Agreement.""",Chinese (Mandarin)
The following is my second IELTS writing practice finished within 1 hour.,"The following is my second IELTS writing practice finished within (one) hour. [: (1) What the heck is IELTS? In English, before using an acronym, you must explain what it stands for. (2) What is""practice finished with...""? ""Practice"" cannot ""finish"". What is the subject for ""finished""?? You must assign a subject to the adjective subordinate clause, and then put a conjunction at the front of it. (3) Spell numbers greater than -1 and less than 11.]",Chinese (Mandarin)
"Subject: The gap between the rich and the poor is becoming wider; the rich richer, and the poor even poorer.","Subject: The gap between the rich and the poor is becoming wider; the rich richer, and the poor even poorer. [: Do you see that you created a compound sentence by using a semicolon? Well, you forgot to put any verbs in the second half of your compound sentence.]",Chinese (Mandarin)
"As a volunteer in an international NGO from UK, I witness how both of its financial and technique support some Chinese living with HIV.","As a volunteer in an international NGO from the UK, I have witnessed how both its financial and technical support have been instrumental in helping those in China living with HIV.",Chinese (Mandarin)
"Thanks to her, families reunite and talk about their old days.","Thanks to her, our family members have reunited and talk about the old days. (I think you mean this. The way you said it makes it sound like all families in Japan have reunited and talk about the old days)",Chinese (Mandarin)
"Yesterday, I rode it to return to my apartment.","Yesterday, I rode it to go home. [Though in English, we don't really say this in casual conversation.]",Chinese (Mandarin)
They were now on sale up to 30%OFF.,"They now have a sale up that goes up to 30%OFF. (or: ""that goes as high as 30% OFF"")",Chinese (Mandarin)
"It comes with a CD which included the speech of Steve Jobs who is CEO, APPLE company.","The journal came with a CD that included the speech of Steve Jobs, CEO of Apple. .",Chinese (Mandarin)
My favorite subject is English.,"My favorite subject is English, so I entered the college of communication to learn English.",Chinese (Mandarin)
"I thought about using '' absent'', '' taking a day off'', etc....","I thought about using '' absent'', '' taking a day off'', etc.... ""Take the day off"" almost works, but it's normally used for work, so it works better for the teacher than for you. ""Skip"" works well if you're going to continue lessons later.",Chinese (Mandarin)
Thanks to read my entry.,"Thanks for reading my entry. (""to read"" is a future verb, so when saying thank you about something that already happened you must use the verb as it is written in the past. Examples: ""Thanks for giving me the day off"" or ""Thanks for showing me how to get to Tokyo."")",Chinese (Mandarin)
Try to think about by myself.,"Try to think about by myself. An idiom in English probably would be more natural: ""Try to make up my own mind."" It means ""get all the facts, and decide what I think happened.""",Chinese (Mandarin)
"So, I want to get good mark in English!","So, I want to get good grades in English! [you can avoid starting the sentence with 'so' by combining it with the previous sentence: I will take an exam in six months, so I want to get good grades]",Chinese (Mandarin)
3)I've just seen a fantastic musical.,3)I've just seen a fantastic musical. (We can use Pres.Perf for our experiences.),Chinese (Mandarin)
5) I've been decorating the living room for all the day.,"5) I've been decorating the living room for the whole day. (Pres.Perf. Prog focusses on ""continuous unbroken action"". Just like Pres. Perf., it is for unfinished time because today is not over yet. We can not say, ""I've decorated the living room for the whole day."" because we want to focus on ""continuous unbroken action."" ex. study ""I've been studying for 6 hours!!"" ""I've been painting the house for 3 days.""",Chinese (Mandarin)
"But even though I have a lot of problem with it(I need some variations for this sentence) , I'm really into French.","But even though I have a lot of problems with it , I'm really into French. or Even though it's difficult, I really love French.",Chinese (Mandarin)
i have not write english.,"i have not written in english. this means that you've NEVER written in English before. Since I think that you have written in English before you could change your sentence to ""I hardly write in English."" ""I rarely write in English"" ""I haven't written in English in a long time.""",Chinese (Mandarin)
"First of all, to make the reservation for DMZ, it's alright for you to take a MIlitary ID card when you go to the tour.","First of all, to make a reservation with DMZ, you may use a Military ID card on the tour.",Chinese (Mandarin)
Higuain made sure of the win with two goals in four minutes late in the second-half.,"but Higuain made sure of Argentina's win with scoring two goals in four minutes late in the second-half. (I added ""but"", because it is the continuation of the previous part of the sentence right?)",Chinese (Mandarin)
"I have pain in my head, my muscles and I feel cold...","I have pain in my head and my muscles, and I feel cold...[When making a list in English this is usually exactly the correct form -- X, Y, and Z. But in this context, I would suggest instead ""I have pain in my head and my muscles, and I feel cold."" Head and muscles are both body parts, but 'cold' is not, which is why it seems out-of-place in this list.]",Chinese (Mandarin)
I think there were much more people than usual new year's visit.,"I think there were more people than usual new year's visit.You could say, ""I think there were a lot more people than the usual New Year's Visit.""",Chinese (Mandarin)
"During the day time, I did't need to turn on the air conditioner because my house faces south and the sun shone into my living room warmly.","During the day time, I didn't need to turn on the air conditioner because my house faces south and the warm sun shone into my living room (The sun shone warmly sounds a bit unnatural in English, so I have reworded this).",Chinese (Mandarin)
"From yesterday, I cleaned House alone to today.",I started cleaning the house alone yesterday.,Chinese (Mandarin)
l want to be more goot at English!!,l want to be good at English!! or... I want to improve my English.,Chinese (Mandarin)
We're going to have a X'mas party tonight.,"We're going to have a Christmas party tonight. (Sometimes you see Xmas on advertising posters. However, in formal writing, you should always write Christmas)",Chinese (Mandarin)
But it can lighten burden about English and makes me be confident in learning English.,"It can lighten burden about English, and makes me be confident in learning English.(again the conjuction bit applies. The comma before is required because it is used as a conjuction here.)",Chinese (Mandarin)
I visited Moss burger today.,I have gone to Moss burger today.//visit isused to concern about sb usually. e.g: I have visited my uncle today.,Chinese (Mandarin)
"This concept broke the common sense you can't see Idol easily, there are sure interactive communication of Girls Idol and Fun of them.",This concept is odd because people don't interact with idols in that way.,Chinese (Mandarin)
I ended up uploading pictures!,"I ended up uploading pictures!(i finally uploaded picture) ended up is an expression with the nuance that some result happened by chance/without original intent1/unexpected. thats why it seems a little bit wrong here to me. examples: 'i ended up at tokyo station after wandering around lost' 'i couldnt decide what to drink, but i ended up ordering coffee' 'i ended up with the girl i really hated in high school'",Chinese (Mandarin)
"New Year coming soon.) Two weeks back, I did a photoshoot (in next post I show photo for you) I hope that I coming to the Lang-8 before 25 of december, and congratulate you on Christmas.","The new year is coming soon. Two weeks back, I did a photoshoot (in the next post I willpost aphoto for you) I hope that I will come to Lang-8 before 25 of December, and wish you a merry Christmas.",Chinese (Mandarin)
"1)I want to take them to ""conveyor belt sushi"", because ""sushi"" is known as a very favorite Japanese food to foreign people.","1) I'd like to take them to a conveyor belt sushi restaurant, because sushi is a well know Japanese food that most foreigners like.",Chinese (Mandarin)
"I want to take them to ""belt-conveyered sushi"" or if they got tired I gonna prepared ""Temeki-shshi"" in my house.","I want to take them to ""conveyor belt sushi"" or if they get tired I'm going to prepare ""Temeki-shshi"" in my house. (If you already have the sushi ready for them if they get tired, you would say ""or if they get tired I have ""Temeki-shshi"" already prepared at my house.)",Chinese (Mandarin)
I wrote about a part of Job Hunting in Japan above.,I wrote about a part of Job Hunting in Japan above.What I wrote only reflects part of the job hunting scene in Japan.,Chinese (Mandarin)
I was planning to spend at West Edmonton Mall for most of my time at Edmonton but I was enough at there.,"I was planning on spending most of my time in Edmonton at the West Edmonton Mall, but I had had enough. (Note: you need to watch your order. You can also say ""planning to spend"". ""I had had enough"" is the past of ""have had enough"")",Chinese (Mandarin)
Because it looked like there has a lot of trails.,"Because it looked like there has a lot of trails. (if you use the word, because at the beginning of an idea, you need to have a comma at the end. [ie because I was tired, I went to bed early]. So, ""Because it looked like there was a lot of trails, I went to Tim Hortons first to have breakfast and bring some food"")",Chinese (Mandarin)
I think almost all food in Sapporo is taste good especially sea food.,"I think almost all of the food in Sapporotastes good, especially their seafood.",Chinese (Mandarin)
I was wondering to take advantage of living in Vancouver to start new activity.,I was wondering to take advantage of living in Vancouver to start new activity.I was wondering if I should take advantage ofliving in Vancouverby starting a new activity.,Chinese (Mandarin)
Even though that day was perfect weather.,"Even though that day had perfect weather, it was the last day in Banff.",Chinese (Mandarin)
"Also, I am looking forward to tourism in New Zealand.","Also, I am looking forward to tourism in New Zealand. I'm not sure, but do you mean ""I'm looking forward to going on a trip to New Zealand""?",Chinese (Mandarin)
"The most exciting was we played an U tunnel that's a entertained facility looks like U, so we droped almost 80 degrees and slip to other side.",The most exciting part was playing at the U tunnel; that's an entertainment facility shaped like U. [[[[so we dropped almost 80 degrees and slip to other side.]]]],Chinese (Mandarin)
"I introduced myself, not speaking correctly in some parts, and I noticed it, but they told me it was too long and I only needed to say something like ''I'm studying Korean and I like the Korean culture, I also like to listening to Korean music and practice Taekwondo''.","I introduced myself, not speaking correctly in some parts. I noticed it (""I noticed my mistakes...""), but they told me it was too long and that I only needed to say something like, ''I'm studying Korean and I like Korean culture. I also like listening to Korean music and practicing Taekwondo''.",Chinese (Mandarin)
"Also ""Never Let Me Go"" has also became movie.","Furthermore, his novel ""Never Let Me Go"" has also become a movie. [Repeated words and Better word choice] ""Furthermore"" also means in addition to what has already been said, and it's politer. [Present Perfect] requires a past participle verb such as, become, eaten, gone, etc.",Chinese (Mandarin)
Once they show us beatiful pale pink color.,"They show us their beautiful pale pink color once. (If you put ""once"" in the beginning, it sounds like you will continue the sentence. ex. Once I got home, I cooked food."" [it means the same thing as ""when""] ^^)",Chinese (Mandarin)
I will write some interst thing I found.,I will write about something interesting I discovered. [Red means your word or phrasing is incorrect; blue gives you a better-sounding alternative].,Chinese (Mandarin)
I should have uploaded this writing at first.,"I should have uploaded this entry first. ('At first' implies a progression. Eg. 'At first you should just start with hiragana, and then later you should start to learn some kanji.')",Chinese (Mandarin)
"Traditionally, Japanese seeks humans ability.","because you are speaking about Kyudo and not Japanese the word ""Japanese"" should be changed with the word ""Kyudo"".The word ""seeks"" is only used in English when someone is looking for something example: ""Ray seeks his bow"" seek = to look for, seeks = looking",Chinese (Mandarin)
"Today, T-san who is my co-worker said to himself.","Today, my coworker T-san said to himself: [Note: If you want to keep the word order as it was, you need a comma after ""T-san"" and another comma after ""coworker"". ""who is my coworker"" is called an apposite clause, since it further describes the noun ""T-san"". An apposite clause should be set off by commas.]",Chinese (Mandarin)
I went to Kariya to have a lunch which was Srimp with rice.,I went to Kariya and ate shrimp with rice for lunch.,Chinese (Mandarin)
"Recently,my friends are going to go back to Korea why they finished to study in NY or lost their job.","Recently,my friends are going to go back to Korea why they finished to study in NY or lost their job.My friends, recently, have decided to go back to Korea when they finish their studies in NY or lose their jobs.",Chinese (Mandarin)
"When I came to NY,I also had american dream.","When I came to NY,I also had american dream.When I came to NY I also had an american dream.",Chinese (Mandarin)
It is widely believed here that you can tell a lot about a person's personality from her blood type.,"Here it is widely believed that you can tell alot about a person's personality from her blood type. The word ""alot"" is slang in English. So dictionaries probably won't have it and it is considered wrong by computers. If you say ""a lot"" (with a space) it has a different meaning. ""A lot"" would mean a plot of land.",Chinese (Mandarin)
