text,correct,predicted_native_language
"In the 7 days I moved into a student dormitory, got new friends and the new language course which the university offers began.","During the last 7 days, I moved into a student dormitory, got new friends, and the new language course which the university offered me to begin.",Chinese (Mandarin)
We went shopping to Shimokitazawa.,"We went shopping in Shimokitazawa. To ""go shopping"" is sort of a single verb in English, and we generally don't use ""to"" with it, even though it has the verb ""go"".",Chinese (Mandarin)
I want to be like a Jessica Alba's body.,I want to be like a Jessica Alba's body. (You should write 'I want a body like Jessica Alba'),Chinese (Mandarin)
"Anyway,i'll try to writ diary once per week.","Anyway, I'll try to write in this diary once per week.",Chinese (Mandarin)
"Of course, we admired and appreciated our teachers, but I think politeness is not same as modesty.","Of course, although we admir and appreciateour teachers, I think politeness isn't the same as modesty.",Chinese (Mandarin)
"Many difference are there between UK and Japan, I feel that everyday.",I feel everyday that there are many difference between the UK and Japan.,Chinese (Mandarin)
"When I first met, Italian girl couldn't discriminate our country.","When I first met her, the Italian girl couldn't between our count. ['Discriminate' means when you are prejudiced against someone because of their race, gender, sexuality etc. I originally mistook the meaning of your sentence entirely xD 'Distinguish' would be a better word here.]",Chinese (Mandarin)
His books had written by very beautiful Japanese.,The writing has very beautiful language.,Chinese (Mandarin)
I explained the effect in the visual as a butterflies gathers around beautiful women's face which comes to the surface in the darkness.,"I explained the effect in the visual through the image of butterflies gathering around a beautiful woman's face, which comes to the surface in the darkness. (The part I highlighted in blue is confusing. Do you mean the woman's face comes out of darkness? Woman is singular and women is plural. Man is singular and men is plural.)",Chinese (Mandarin)
"What do you say ""face's skin"" in English?","What do you say ""face's skin"" in English? You just say ""face"" usually and the skin is implied. I don't think we (English speakers) make any distinction between the actual face and the skin on it. Whenever I talk about cosmetics (beauty products) on a face, I am usually talking about make-up or cleansers (face cleaners/soap for the face).",Chinese (Mandarin)
The day was cloudy and a freezing winds blew up seaside.,"The day was cloudy and freezing wind was blowing . (There is no sea near London, do you mean the river?)",Chinese (Mandarin)
I'm glad to got a chances for met anyone by my design.,I'm glad I got the chance to meet people through my designs.,Chinese (Mandarin)
"In addition,I think that the criminals don't take out automobile insurance and the family of the victims get no tender.","In addition, I think that the criminals didn't have automobile insurance and the family of the victims get nothing.",Chinese (Mandarin)
I have my colleague polish my nails a month.,"I have my colleague polish my nails oncea month. or you can say ""every month""",Chinese (Mandarin)
"If so, government and schools(elementary school, junior high school and of course high school) need to change the way of teaching English if they want to have ""English speakers"", I think.","But I think the government and schools (elementary school, junior high school and of course high school) need to change the method of teaching English if they want to have ""English speakers""",Chinese (Mandarin)
We had to do practical work.,"We had to do practical work. // In Australia we call it ""work placement""",Chinese (Mandarin)
"Concentration in Auckland universities, institutes, training centers and schools makes it an educational center for New Zealand and New Zealand is among the five countries with the highest quality education.","The concentration of universities, institutes, training centers and schools in Auckland makes it an educational center for New Zealand, a country which is among the five countries with the highest quality education.",Chinese (Mandarin)
This is first to write Diary in English.,This is first to write Diary in English. This is my first time writing a diary in English. This is my first English Diary.,Chinese (Mandarin)
And betoween Narita to my house I went Shusirestaurant,"On the way to my house, I stopped by a sushi restaurant.(I can understand but we don't say ""between A(place) and B(place) I did C(action)"". We can say between A(place) and B(place) there was C(place) -> Between Narita and my house there was a sushi restaurant that I went to.)",Chinese (Mandarin)
And I have to wake her up tmr morning at 8am in JPN's time!,"And I have to wake her up tomorrow morning at 8 am (in JPN's time)! ->""in Japan's time"" sounds a little awkward. I think you can just put it like this: tomorrow morning at 8 am (Japan timing)!",Chinese (Mandarin)
"I love especially Michael Jackson,movies,and Mah-jong game.","I especially love Michael Jackson, movies, and the game Mah-jong. (""I like"" instead of ""I love"" is more common when talking about hobbies).",Chinese (Mandarin)
"When I knew the truth, something in my heart is broken...","1. When I found out the truth, something in my heart broke...2. When I discovered the truth, something in my heart broke...",Chinese (Mandarin)
"At night, we watched japanese famous music show Kouhaku Utagassen and ate traditional toshikoshi soba.","At night, we watched japanese famous music show Kouhaku Utagassen and ate traditional toshikoshi soba. At night, we watched the famous Japanese music show Kouhaku Utagassen and ate traditional toshikoshi soba.",Chinese (Mandarin)
b) How amount of money do you have in your wallet as cash (or prepaid card)?,b) How amount of money do you have in your wallet as cash (or prepaid card)? --> How much cash (or cash in the form of a prepaid card) do you have in your wallet?,Chinese (Mandarin)
My opinion is being a parent is a sort of job.,"My opinion is being a parent is a sort of job.(""In my opinion,"" sounds more natural or take out ""being"")",Chinese (Mandarin)
But some people think that mother knows how to take care of her baby as soon as she give a birth.,"But some people think that mother (if your saying ""mother"" as in a generalization then say it better to say ""mothers"".)knows how to take care of her baby as soon as she give a birth.",Chinese (Mandarin)
"As I wrote in Lang-8,I'm trying to improve English reading and hearing skill.","As I wrote in Lang-8, I'm trying to improve English reading and skill.",Chinese (Mandarin)
The translator have to know that the elephant(s) is(are) an elephant or two elephants or a group of elephant.,"The translator ha to know whether the kanji means there is an elephant or whether there are two elephants or a group of elephant. ***[You could also use 'a single elephant' in place of ""an elephant"".]",Chinese (Mandarin)
"""I don't know,we Japanese don't care about that,so you can decide it.""the author said.","""I don't know e Japanese don't care about that, so you can decide it"" the author said. [Because you follow the author's quote with a signal phrase using said, you use a comma after it - instead of a period. If you use anything other than verbs like said, told me, replied, murmured, etc... you would use a period. ]",Chinese (Mandarin)
"After he gaves up to get back, he decides to accelerate medical improvement for saving his lover, who are vegetative state in present time.","After he gives up trying to come back, he decides to improves medical advancement to save his lover, who is in a vegetative state in the present time.",Chinese (Mandarin)
"A lot of persimmonmys, which my family can not eat up, has beared fruit and ripened at my fields in near mountain.","A lot of persimmons, which my family can not eat up because there are too many, have ripened [RED]in my fields on the nearby mountain.",Chinese (Mandarin)
I thought presents from nature has kept life like this over and over with deep emotion.,"With deep emotion, I pondered these gifts of nature that return life over and over again.",Chinese (Mandarin)
"So much so that events with breathless interest goes on screen one after another, I always feel practical 1 hour of its air time like only 10 minutes.","The events keep on happening nonstop , so I always feel that an hour of air time is just like 10 minutes.",Chinese (Mandarin)
"Untill recentlly,she had done some activity for entering company.","Until recently,she had done some activity for entering company. Do you mean: Until recently, she tried applying for jobs to different companies.",Chinese (Mandarin)
"But,when she pass one company,she had entried 50 companies.","But,when she pass one company,she had entried 50 companies. Do you mean: She applied for a job at 50 different companies, but only one replied.",Chinese (Mandarin)
"Then we always say ""If we have laptops, we work here"" because we go back an office with difficulty.","And so it becomes difficult to return to the office, and we always joke, ""If we had laptops, we could work here"".",Chinese (Mandarin)
"Kyoto Gyoen is the national garden,",Kyoto Gyoen is the national garden of Japan which is 1.3km from N/S and 0.7 E/W.I can't speak for everyone but numbers and information like that don't really catch my attention. SPEAK THE FACTS ...but KEEP IT SIMPLE. CONSOLIDATE !!,Chinese (Mandarin)
I'm attaching some of photo is I've taken in DamYang.,"I'm attaching some photo is I've taken in DamYang. You could also say ""I'm attaching some of the photos taken in DamYang.""",Chinese (Mandarin)
once I do reach out and stretch my limbs.,once I do try a new undertaking.,Chinese (Mandarin)
Ofcourse I'm not an expert of tesl for children.,"Of course I'm not an expert of TEFL for children. (TEFL = Teaching English as a Foreign Language, I am sure this is what you want to say)",Chinese (Mandarin)
i have watching movie named 'click' for learn english,I watched a movie called 'Click' to learn English.,Chinese (Mandarin)
so i guess she is getting use about everthing in there...,"so i guess she is getting use there... (three things 1. use ""to"" instead of ""about"" 2. you mispelled the word ""everYthing"" 3. ""over there"" sounds better than ""in there"" Japan is so far from Peru, so it's p'alla! :)",Chinese (Mandarin)
"So it took a while to get insight, but it was great to see all the people, not only from the Netherlands but also many from Japan and I met some guys from Spain too.",inside,Chinese (Mandarin)
"Yoshiki and Toshi were playing around with flags, which made me laugh, and Yoshiki did a stage dive into the crowd after which the barrier broke and the show was pauzed for about 15 minutes.",paused,Chinese (Mandarin)
"But you see, I am a beginner at this language you know.","But you see, I am a beginner at this language . (Having both ""you see"" and ""you know"" kind of over-emphasizes things; this way sounds more natural.)",Chinese (Mandarin)
"he grabs his knees, sometimes staring outside through the window (We see naked oak tree spreading its leaf-less branches through the caged window) and he told this story to Professer S the director of this hospital and me endlessly.","He grabs his knees, sometimes staring outside the window (we can see a naked oak tree spreading its leafless branches through the iron bars) as he endlessly tells this story to Professor S, the director of this hospital, and myself .",Chinese (Mandarin)
SIGHTED CAT - SANK SAME,"SIGHTED CAT - SANK SAME You read this wrong. He actually wrote - ""Send more Cats"" as a joke.",Chinese (Mandarin)
His world was filled with happiness and he could walk without any fear thanks to Quill.,"Though he couldn't see anything ,His world was filled with happiness and thanks to Quilll, he could walk without any fear .",Chinese (Mandarin)
Why are lemons so sour?,"Why are lemons so sour? Here's some extra knowledge for you, Kaz: ""Lemons"" are also faulty new or used cars. I guess because the owners become very sour (mad - ""sourpusses"" frowning faces) upon realizing that they spent a lot of money on a pile of ... junk. hahaha (See what you learn from ""Perfesser"" John Boy? (so spelled because I don't take myself that seriously.) ;-)""That ~!#$%^&* [censored] used-car dealer really sold me a . It broke down as soon as I left his used-car lot!"" ;-)",Chinese (Mandarin)
"If you see me wearing it, you'll think a soldier who wears an armor is walking.","If you see me wearing it, you'll think that I am soldier who is walking with armor.",Chinese (Mandarin)
Coldness is growing from day to day.,It's getting colder every day.,Chinese (Mandarin)
"Still now I want to study abroad too because If I go to study abroad, I get a lot of English skills and improve them andI can communicate with many foreigners.",I want to study abroad too because I know I would get lots of chances to communicate with foreigners and to improve my English skills.,Chinese (Mandarin)
Today my ears so hurt and they couldn't hear well:( So I went to the otolaryngology by my mom's car alone because my mom was so busy today so she couldn't take there.,"Today I had an earache and couldn't hear well:( So I used my mom's car to go to the otolaryngologist, because my mom was so busy today that she couldn't take there.)",Chinese (Mandarin)
"When I went back to my house, my mother said me that received it.","When I got home, my mother told me that I received a parcel.",Chinese (Mandarin)
I would you like to show you a case of Thailand school.,A case from a Thai school illustrates my point.,Chinese (Mandarin)
"Characteristics of this typhoon are very slow and big, so it spend long time until passing my home place.","Characteristics of this typhoon are very slow and big, so it spend long time until passing my home place.<<so it well hang around a long time, until passing my home>>",Chinese (Mandarin)
"I made my new year's goal on 1st, January of this year.","This sentence should continue: I made my New Year's goal on 1st, January of this year to ... For this sentence, common phrasing is: I made some New Year's resolutions, this year. (Since you indicate, below, that there was more than one.)",Chinese (Mandarin)
"When I build websites, I am often bothered by IE's display.","When I build websites, their appearance in IE often bugs me.",Chinese (Mandarin)
"It is November, and a temperature of Japan is getting down day by day.","It is November, and the temperature of Japan is decreasing day by day. You could also say ""It is getting colder day by day.""",Chinese (Mandarin)
It's an annual event of my family.,"It's an annual event of my family,every Frebruary or March we go strawberry picking. (the year is inferred from annual)",Chinese (Mandarin)
"I'd like to continue writing a journal in English and reach the next milestone, the 200th Journal!",I'd like to continue my English journal and reach the next milestone the 200th entry!,Chinese (Mandarin)
"Talking about hamburger chain, there are another shop managed by Japanese company.","Speaking of hamburger chains, there are other shops that are managed by Japanese companies.",Chinese (Mandarin)
"In my house,I'm surrounded by exciting goods,PC and Music Player.","In my house, I'm surrounded by exciting goods (or you could say distracting electronics), PC and Music Player.",Chinese (Mandarin)
"On the plate, there exist a gateau au chocolat, a swan made of a cream puff dough with cream, and added raspberry sauce and sugar.","On the plate, there is a chocolate gateau, a swan made of a cream puff , and added raspberry sauce and sugar. (Gateau au chocolat is the real name of the dessert (in French), but at the restaurant I worked at we served it and called it simply ""chocolate gateau"". I think this word is easier for Americans to understand.)",Chinese (Mandarin)
"After cutting eggplant, you knead these with salt in order to pull these harshness.","After cutting eggplant, you knead it with salt in order to pull (or ""get rid of"") the harshness. (or ""get rid of the harsh flavor"")",Chinese (Mandarin)
"Nevertheless there are some small rubbish on water, I love hot-springs.","Nevertheless there are some small rubbish on water, I love hot-springs.However, there is always a little bit of rubbish in the water. Nevertheless, I love hot springs.",Chinese (Mandarin)
"Thus, I always eat only 1 of these and give 5 of these for someone.","Therefore, I always eat only one of them and give the other five to someone else. (""Therefore"" gives this sentence a much more serious feeling, it is used more often in serious contexts, like mathematical expressions: 2+2=4, therefore 3+3=6. Also, we write out numbers for ten and below instead of using the Arabic numerals. Some people think this rule should be used for one-word numbers [like ""twenty"" and ""thirty""] to make it look more formal... I guess it all comes down to personal preference for numbers above ten.)",Chinese (Mandarin)
I consider that educational and documentaries program help us to understand many things but watching TV few hours a day is too long.,"I that educational and documentaries program help us to understand many things but watching TV hours a day is too long. (Normally in English the verb 'consider' is used in phrases such as 'I consider television harmful to people's health, not 'I consider that...'.)",Chinese (Mandarin)
A English circle is local community in Nagano japan.,"The English circle is for our local community in Nagano, Japan. (The names of locations are always capitalized, and when you have city and country or city and state you separate them with a comma: for example, San Francisco, California, or Paris, France.)",Chinese (Mandarin)
"When the Japanese are asked what Japanese characters are, it would be a good way to let them know manga.","When foreigners ask what Japanese characters are, it would be a good way to teach foreigners by introducing them to manga.",Chinese (Mandarin)
"Regardless of how to enjoy comics, reading them is a lot of fun for many people, so they are getting more and more popular.","Regardless of how you enjoy comics, reading them is a lot of fun for many people and so they are becoming more and more popular everyday. (I added in ""everyday"" as it is a natural sounding expression. ^-^)",Chinese (Mandarin)
"We embarked on the new plan, but it ended up failing.","We embarked on the new plan, but it ended up failing. <----you can also say ""we embarked on our new path, but we ended up failing.""",Chinese (Mandarin)
Some students work at shops such as convenience stores and drugstores to improve their ability to wait on customers.,"Some students work at shops such as convenience stores and drugstores to improve their ability to wait on customers. BETTER: their abilities in customer service. ""Waiting on"" customers tends to be used for restaurants and for maids, etc. Although it can be used for service in a store, I think it's rather unusual these days.]",Chinese (Mandarin)
"I became acquainted with a man in his twenties who boasts he accomplished his task successfully, but that's not so great in terms of the big picture, as long as it's properly judged.",I befriended a man on his twenties who boasts his success but not really great when it comes to proper judgment.,Chinese (Mandarin)
And another politician ended up coming to power after 1 week.,"And another politician ended up coming to power 1 week later. [I guess your sentence is grammatically correct, but just my preference to use 'later', or: And after one week, another politician ended up coming to power.",Chinese (Mandarin)
"We lost sight of our enemy, but we have to move forward with the planned strategy for the time being, and change it in line with circumstances.","We lost sight of our enemy, but we have to move forward with the planned strategy for the time being, and change it in line with circumstances. Good! There are many ways you can translate this. Just FYI, I came up with this alternative: We have lost sight of the enemy, nevertheless we have no choice but to go with our existing tactics for the time being and make changes according to the circumstances.",Chinese (Mandarin)
I live in Yokohama with my family and there is a branch I go everyday in Tokyo.,"I live in Yokohama with my family. There is a branch I go to every day in Tokyo. ('Everyday' means ordinary or routine. I assume you mean to say that you go to the branch 'daily', which is the same as 'every day')",Chinese (Mandarin)
It helps me a lot.,"It helps me a lot, but I feel that the written part of English is a very important thing.",Chinese (Mandarin)
Then I cooked for dinner ...,"Then I cooked... dinner ... only use ""for"" when you are speaking of what you cooked. Ex: I cooked Sole with miso & brown rice dinner.",Chinese (Mandarin)
There are several bento shops around my office and the Bento shop is a small shop.,"There are several bento shops around my office, the one I go to is small.",Chinese (Mandarin)
"When I buy a bento, a label of expiration date puts on the top.","When I buy a bento, I can get a label which has the freshness date.",Chinese (Mandarin)
All of them it costed only 500yen!,"The whole meal cost only 500yen! +""Costed""? Oh, Friday! Please hurry!! lol+",Chinese (Mandarin)
But imagine all the ingridient was prepared like the inner-skin removed walnut.,But imagine all the ingredients that were prepared like that.,Chinese (Mandarin)
"Unfortunately, the students didn't seemly like the strict teacher as him and gave him a low appraisal.","Unfortunately, the students didn't like as him gave him a low . (Need 'as ... as' structure, therefore you need 'NOUN as ... as NOUN'; the relationship between 'like' and 'gave' is better presented with 'so'; 'appraisal' is more formal; 'seemly' means 'appropriate'.)",Chinese (Mandarin)
There was a teacher in my university who even wrote down the jokes on his textbook(remind him that It's time to talk a joke when the lession get here),"There was a teacher in my university who even wrote down the jokes his textbook ( It's time to a joke when the here) (Prepositions; 'lesson' spelling; talk, say, speak ...; you can say 'gets', but I think 'reaches' would be more appropriate for 'lesson'.)",Chinese (Mandarin)
"at the moment when I wondered I should go somewhere alfresco , it stoped.","Just when I wondered if/whether I should go somewhere outside, it stopped. [""al fresco"" is only used for eating/serving a meal outdoors, and is not originally an English phrase-- Italian, I think. Note on punctuation: don't leave a space before a comma, only after it.]",Chinese (Mandarin)
"But then in 2001 the US army invaded, the country was once again thrown into anarchy and poverty and the lack of law enforcement once again enabled the heroine production to skyrocket.","Then, in 2001, the US army invaded. The country was once again thrown into anarchy and poverty and the lack of law enforcement once again enabled the heroine production to skyrocket. I don't believe that words such as ""but"" should be used at the beginning of a sentence. It's not generally correct in written English.",Chinese (Mandarin)
"I have learned a lot of advertising theories, and i have worked as a internship in an advertising agency, which makes me more experienced.","In the course of my studies, I have learned a lot of advertising theories, and I have had work experience as a intern in an advertising agency.",Chinese (Mandarin)
"Fourth, I think I am creative.","Fourth, I have the creativity for the job.",Chinese (Mandarin)
"Last, my cet6 mark is 477, actually I think I should have get a better mark.","Last, my CET6 mark is 477. (Note: You may need to explain what CET6 is by using the full name of the test instead of the acronym.)",Chinese (Mandarin)
"My English level meets the need of your company on English, and I would keep learning English.",My English level meets the needs of your company in English. I am also continuously learning English.,Chinese (Mandarin)
I work for a energy company.,"I work for an energy company. when using an indefinite article (a/an), use ""an"" in front of a word that begins with a vowel (a,e,i,o,u)",Chinese (Mandarin)
"Sometimes I perform magic tricks, at the wedding reception of my friends, kid's events, or office banquets.","Sometimes I perform magic tricks, , kid's events, or office banquets. You can also say ""at my friends' wedding receptions. Use s' (s with the apostrophe after) and another s after ""receptions"" since this is plural (more than one ""reception"")",Chinese (Mandarin)
He protects prostitute girls and support s them so as they can learn haw to make livings by themselves at institution.,"He protects girls who were forced into prostitution and supports them so as they can learn how to make a living by themselves free from the indignity of forced prostitution at an institution. (I think this is more accurate. Unfortunately, Cambodia has a reputation as a haven for Pedophilia and forced prostitution)",Chinese (Mandarin)
They merely earn money by selling the mushroom.,Their only source of income is from the money they earn by selling the mushrooms.,Chinese (Mandarin)
It made me like a smart women.,"It made me look like a smart women. [Comment: you are, hahaha]",Chinese (Mandarin)
A good rest can make you have a happy mood.,A good rest can improve your mood. -OR- A good rest will help put you in a happy mood,Chinese (Mandarin)
That's because most of my foreign friends or online English teachers can't understand my thoughts based on Japanese culture.,That's because most of my foreign friends or online English teachers can't understand my thoughts based on Japanese culture.YUMI SAN HAS AN ONLINE ENGLISH TEACHER??WOW!!I THINK I WOULD REALLY LOVE TO HAVE AN ONLINE JAPANESE FRIEND; WHOM I COULD HELP WITH THE ACCENT AND THE PRONUNCIATION <3,Chinese (Mandarin)
That's because the dates of both schools are close to each other.,"This is because the dates (or: the terms) of both courses are too close to each other (or: overlap; are conflicting with each other; are almost in the same period of time). (Although some courses (classes) are sometimes called ""schools"" (as in ""a summer school of drawing and painting""), usually we see schools as something present over a long period of time, often meaning the actual building or place rather than a short-term activity starting in spring and ending (finishing its function; ceasing to exist) for example in autumn. If you accept ""school"" in such a meaning as a long-term concept, then school exists (usually over a period of many years) and it is organising lessons, classes, courses and other educational activities. Strict limitation in time is in nature of classes and courses; for example they may start on May 1 and may end on June 30, but the school that is organising them is continuing its existence after the course is finished and organising some future courses (we hope). Unless you insist that both of these courses are really called ""schools"", you should rather use some other word (course, classes, etc.).",Chinese (Mandarin)
"In addition, all readers can handle English!","In addition, all readers can handle English! (I'd use ""Also"". ""In addition"" means you already have some amount of X and now add another X to your collection. Does that make sense? ""Also"" is a little more general and fits on more occassions)",Chinese (Mandarin)
"Today I started to ""Alchemist"" again.","Today I started to read ""The Alchemist"" again. (If the book you're referring to is Paulo Coelho's then its title is ).",Chinese (Mandarin)
"I want many parents to read the book, especially having teen-aged children.","I want many parents to read the book, especially those with teenaged children.",Chinese (Mandarin)
It gave me a lot of stress and made me feel irritated.,It made me feel very stressed and irritated.,Chinese (Mandarin)
"When I listened to it, I was very happy.","When I heard that, I was very happy. - I would use 'heard' when talking about something a person said, and listening for say music, or a speech.",Chinese (Mandarin)
"Therefore, I can understand how much I surprised my friends from thinking about that.",I can understand now how much I surprised my friends when they found out I wanted to use curse words.,Chinese (Mandarin)
"Most of times I can understand the meaning of he/she, I rarely misunderstand and get lose our conversation.","Most of times I can understand the meaning of he/she, I rarely misunderstand and loose the meaning in our conversation.",Chinese (Mandarin)
"Although, I was a student of online English school, I always said, ' I'm sorry.","Although, I was a student of an online English school, I always said, ""I'm sorry. (Remember when you are talking about one thing by itself, you must use ""a"" or ""an"". ""an"" for words starting in vowels(aeou). Ex. an apple, an elephant. ""a"" for everything else. Ex. a boat. a cat,",Chinese (Mandarin)
We were talking about our new year's resolutions in our conversation.,We talked about our new year's resolutions,Chinese (Mandarin)
My Facebook friends really love my Imari paint.,"My Facebook friends really love my Imari artwork/painting. (You mind have also been trying to say ""My Facebook friends really love the colors in my Imari artwork.)",Chinese (Mandarin)
Brandon sang many English songs and a French song for us with dancing.,Brandon sang many English songs and a French song for us while dancing. Brandon sang many English songs and a French song for us. He danced as well.,Chinese (Mandarin)
I appreciate my bitter experiences at my middle school days.,I appreciate my bitter experiences at my middle school days. [23:53:16] David L. Simon: I appreciate the bitter experiences of my middle,Chinese (Mandarin)
"I have an experience that once I visited to German, I bought a wooden small Christmas ornament of the witch there.",I once visited Germany and I bought a wooden small Christmas ornament of the witch there.,Chinese (Mandarin)
Pearl is my favorite jewelry.,"Pearl is my favorite kind of jewellery. (Would usually leave spellings as US, but since I suggested a change, I changed the spelling to the UK English version :) )",Chinese (Mandarin)
"However, I'd believed that in Japan it is common sense when we attend ceremonies, we dress suites before I attended her graduation ceremony.","However, I believed that it is common for us to dress in a suit when we attend ceremonies.",Chinese (Mandarin)
"However, the cost is 400,000 yen.","However, the cost is 400,000 yen.Better be : ""It costs XXXXX yen""",Chinese (Mandarin)
I'm going to decorate dolls for our doll festival in March 3rd.,"I'm going to decorate dolls for our doll festival on March 3rd. (If you just give the month, you use ""in"" if you give the specific date, you use ""in."" E.g. ""our doll festival in March."" OR ""our doll festival on March 3rd."")",Chinese (Mandarin)
She had a big old dolls which was made in edo era.,She had a big old doll which was made in edo era. / She had big old dolls which was made in edo era.,Chinese (Mandarin)
The person is Mari who is my friend that I met in Arizona.,"The person is Mari who is my friend that I met in Arizona. (sounds fine, but it's more natural to say ""The/That person is Mari, my friend I met in Arizona."")",Chinese (Mandarin)
"Our Santa Claus is wearing ""Kimono"" and hanging a ""sword"", and his haircut is ""samurai"" style.","Our Santa wears a ""Kimono"" and is wielding a ""sword"", and his haircut is in ""samurai"" style.(we often just call him ""Santa"", its shorter this way ^_^)",Chinese (Mandarin)
"When western people see it, they might think that it is hilarious.","When western people see it, they might find it hilarious. (I think its awesome =P)",Chinese (Mandarin)
Our cake has various types.,We have various types of cake.,Chinese (Mandarin)
That's because our English examinations ask us high leveled grammatical knowledge.,That is because our English examinations require knowledge of difficult grammatical features of the language.,Chinese (Mandarin)
"After we showed strange face at the same time through the Skype, we became good friends.","After we made a strange face at the same time through the Skype, we became good friends. The phrase you'd use in english here is 'make a strange face',",Chinese (Mandarin)
And then we also discussed our topics of news.,"Then we also discussed our topics in the news. (Although in speech it is OK, in writing you should avoid starting a sentence with words like ""And"",""Or"", ""Because""and""But"". There are many words you can substitute for those words. And-""Furthermore"",""Also""etc. Or and But- ""On the contrary"", ""On the other hand"" etc. Because- ""For this reason"" ""The conclusion of this"" ""I concluded that""",Chinese (Mandarin)
I bought a very pretty paper knife and a holder that have an enamels hand painted only for 200 dollars.,I bought a very pretty hand-painted enamel paper knife and holder for only 200 dollars.,Chinese (Mandarin)
"We still don't live near to the place where has the stadium, but once a year the team comes to our current place where we live.","We still don't live near their stadium, but once a year the team comes to our local stadium.",Chinese (Mandarin)
"On the other hand, another happy thing happened to me.","On the other hand, another happy thing happened to me.(on the other hand is used when comparing things so if you just want to add this as a happy thing you might want to use: Another happy thing also happened to me. withouth the 'on the other hand.)",Chinese (Mandarin)
I was disappointed when Charlie couldn't get the Golden Ticket but I jumped up to be glad in my mind when he got the last one after later.,"I was disappointed when Charlie couldn't get the Golden Ticket but in my mind, I was jumping up and down in my mind, happy that Charley found the last Golden Ticket.",Chinese (Mandarin)
I have been expecting her future.,I have been thinking about her future. or I have high expectations for her future.,Chinese (Mandarin)
I visited to my neighbour's house today.,"Today I invited to my neighbor's house, she is a painter that I first met on a bus bound for Tokyo.",Chinese (Mandarin)
"I already fixed it, so please check it out again.","I have fixed it, so please take another look.",Chinese (Mandarin)
"However, I cannot keep a motivation about reading.","However, I cannot keep the/my motivation up to read. (in this case, i made a verb out of ""reading"", while you had it as a noun, because it sounds more suitable. if you wanted to keep the noun, replace ""to read"" with ""for reading"")",Chinese (Mandarin)
"Although my classmates are three including me, they are always absent from school and I can keep my English teacher, Sean alone.","Because I have 3 students in my class, and the 2 excluding me are always absent, I can get Sean all to myself.",Chinese (Mandarin)
He speaks American accents with very first speed.,He speaks with an American accent and he speaks fast.,Chinese (Mandarin)
"Of course, we also have some high schools that focus on studying and preparing to enroll in college.","Of course, we also have some high schools that focus on studying and preparing for college. (I know in Japan you actually do prepare for the entrance exam, but it sounds odd to us.)",Chinese (Mandarin)
I like this idiom' Every cloud has a silver lining'.,"I like this idiom' Every cloud has a silver lining', because it has a very positive way of thinking.",Chinese (Mandarin)
"When he listened to my English, he told me that my accents sounds neutral; I improved my speaking skills very well compared to our last conversation.","When he listened to my English, he told me that my accents sounds neutral; I improved my speaking skill with a large extent compared with our last conversation.",Chinese (Mandarin)
Forth; I also can improve my listening skills.,"lastly; I can improve my listening skills.(I crossed out 'also' since if you can say the same thing with less words, then give it a go -- a tip from my writing teacher :p)",Chinese (Mandarin)
What do you think where females' beauties come from?,Wheredo you think females' beauty comes from?,Chinese (Mandarin)
They also gave me two awesome cooking books.,"They also gave me two awesome cooking books. (""Awesome"" is seldom used except by young people who like to exaggerate.)",Chinese (Mandarin)
From this September I will go to America several times every year to take some porcelain lessons.,"Starting this September, I will go to America several times every year to take some porcelain lessons. (Your coming to America more than once every year?)",Chinese (Mandarin)
"Therefore, I could reduce my stress from speaking English with my friends.",of course~(smile),Chinese (Mandarin)
"In addition, I can't do two things at the same time.","In addition to that, I can't multitask.",Chinese (Mandarin)
"When I chatted with my Singaporean friend, he also sent me a commercial video which is spoken in British accents.","When I chatted with my Singaporean friend, he sent me a commercial video where people speak with British accents.",Chinese (Mandarin)
"For instance, while I wait for the bus which is bound for Tokyo or my town, I can study English.","For instance, I can study English while I wait for the bus to Tokyo or my hometown.",Chinese (Mandarin)
"At the time, I couldn't explain how to cook, because I didn't know technical turns of cooking.","At the time, I couldn't explain how to make it, because I didn't know the technical terms used in cooking.",Chinese (Mandarin)
I got many books which I ordered from Amazon.,"I ordered books from amazon, and they got here today.",Chinese (Mandarin)
I have to think what shall we do to our future as one Japanese person who loves Japan a lot.,"As a/one Japanese person who loves Japan a lot, I have to think what shall we do for our future.",Chinese (Mandarin)
"They already have become close friends with each other, and seems like siblings because they are close to their age.","They already have become close friends with each other, and seem like siblings because they are close to the same age. (Remember for a word like ""seem or seems"" it matter if you have one or more subjects. In this case the subject ""they"" means you must use seem. If you used one subject like He/She/It/I you must use ""seems"". Ex. 1) It seems to be raining 2)Those dogs seem to be running fast.)",Chinese (Mandarin)
"Although their mainly conversations are in Japanese, they are making fun of each other all day.","Although they're mainly conversations are in Japanese, they are having fun with each other all day. (In English ""to make fun of someone"" means to make a cruel joke or somewhat bully another person. Ex. My brother ""made fun of me"" for falling in the mud.)",Chinese (Mandarin)
At that time I couldn't speak English at all.,"At that time I couldn't speak English at all. or I couldn't say a single word in English at all, before then.",Chinese (Mandarin)
"I've taken group lessons every day for one hour for eight months though, I couldn't speak English as what I imagined.","for eight months now, i've been taking English group lessons. everyday for one hour. As i imagined it from the beginning, i couldn't speak any English.",Chinese (Mandarin)
