text,correct,predicted_native_language
One of the reason is coming from my life style.,I think the reason might be my life style. or I think it is because of my lifestyle.,Chinese (Mandarin)
During the work time I sit on the seat and use a computer all the day.,My work primarily involves sitting and using a computer all day.,Chinese (Mandarin)
"In case of leaving casual clothes as regular cleaning such as a wash and fold, I pay the fee by pound, not by piece.","When you want just a regular wash and fold, you pay by pound, not by piece.",Chinese (Mandarin)
"The price is $1 per pound, which is not so expensive and make me encourage to go to a cleaning shop to save my time.","It's a dollar a pound, which is not too bad, and makes me tempted to get my clothes done there more often to save time.",Chinese (Mandarin)
"When I get approval from my boss for absence for several hours and immediately before I get out of office, I have to tell my coworkers the reason why I go out.","When I got approval from my boss for the absence of several hours and immediately before I left the office, I had to tell my coworkers the reason why I was going out.",Chinese (Mandarin)
"And furthermore, I want to avoid being regarded as those who has no friend because of lack of his attraction.","I also, want to avoid being regarded as someone who doesn't have a friend because of his lack of attraction.",Chinese (Mandarin)
"Asking a doorman for letting us see a room, he accepted us readily.","We asked the doorman if he could let us see a room, and he readily accepted us .",Chinese (Mandarin)
"As pushing keyboard, I almost fell into sleep.","While typing, I almost fell asleep.",Chinese (Mandarin)
"That is why, sorrowfully, I'm one of them, too.","Sadly, I'm one of them, too.",Chinese (Mandarin)
"It is a love words,but to me now,it is a word that described a mood of nostalgia.","They are words about love, but to me now describe my nostalgia.",Chinese (Mandarin)
"In the part time,listening to some dolorous pop music or selecting several favorite books.","In my , I listened to some dolorous pop music or read several favorite books.",Chinese (Mandarin)
"I can be happy with no content,which makes everyone thinking that I am happy.","It is without any reason, which makes everyone think that I am (truly?) happy.",Chinese (Mandarin)
I decide that I don't go English academy This month.,I decided not to go to the English academy this month.,Chinese (Mandarin)
i was english study at university library with my friend.,I studied English at the University library with my friend.,Chinese (Mandarin)
"But the thinking change, when my senior ask ""why do you think dream only means job?"" and ask again ""what is you're the other dream?""","But my thinking changed, when my senior asked ""why do you think dream only means your job?"" and asked again ""what is your other dream?""",Chinese (Mandarin)
And there were tons of heavy snowfall where i traveled.,There was a lot of heavy snow where I traveled.,Chinese (Mandarin)
"Today, i am new comer in lang-8 community.",I am a newcomer of Lang-8 community.,Chinese (Mandarin)
"As I was thinking what can I do to keep up with other class, one of the class member proposed to have a class at night.","As I was thinking whatI could do to keep up with other classes, one of the class members proposed to have a class at night.<Option: to have an evening class>",Chinese (Mandarin)
I learn one sentence over again at least once a week if I do it like this.,I review each sentence at least once a week using this method.,Chinese (Mandarin)
I have improved in my reading ability of English but my writing ability is poor not yet.,"My reading ability has improved, but writing is still poor.",Chinese (Mandarin)
"so, I decided to write a dairy with english.","So I have decided to keep a diary in English. (usually we say ""keep a diary"")",Chinese (Mandarin)
"In the ordinary way, it, the electricity.","As a rule, the electricity",Chinese (Mandarin)
"As you, who has an experience to light it, know, it needs long time to be lit.","If you have had experience lighting charcoal, you probably know that it needs long time to be lit.",Chinese (Mandarin)
"I just feel a fear and I just don't want a noise, but they've not stolen my food and even they've not appear to me.","I just feel afraid and I don't want to hear any noise, but they haven't stolen my food or even appeared in front of me. (this is a more natural way to say it, but your sentence only had a few mistakes)",Chinese (Mandarin)
"At the goverment offices usually use English, and the others, for example at a local market and so on, usually use Swahili.","The government offices usually use English; other places usually use Swahili, for example, at the local market.. I moved ""usually use Swahili"" to be a little more clear.",Chinese (Mandarin)
"Compare English and Swahili, English is easier than Swahili to me.",English is easier than Swahili to me. ( no new content ),Chinese (Mandarin)
"I memory 30 chinese characters, and study 5 chapters of grammar in use and 1 chapter of Japanese book as a everyday tesk.",I memorise 30 Chinese characters and study 5 chapters of Grammar in Use and 1 chapter of a Japanese book everyday .,Chinese (Mandarin)
"I haven't recognized so far, I haven't heard any sound for last couple of days.",I haven't heard any sound for the last couple of days.,Chinese (Mandarin)
"It was too tired to go there by bicycle with no gear on and bald tire, even very low upward slope.","It was very tiring to go there by bicycle with no gears and bald tires, even a very low upward slope.",Chinese (Mandarin)
"my place has had no internet line so, I couldn't join the lang-8.","My place had no internet connection so, I couldn't connect to lang-8.",Chinese (Mandarin)
"If I make it that I cannot do usually, I would be able to do everything in future.","If I can do the unusual activities, I will be able to do everything in future.",Chinese (Mandarin)
the leftovers were a bunch of clothes washed and the tiredness.,and all I had was a bunch of clothes to wash and a feeling of tiredness.,Chinese (Mandarin)
"The word of ""SASA HIVI"" maybe include the mening that ""I don't know when we are going to do"" OR ""I don't care when we are going to do."".","The word ""SASA HIVI"" may include the meaning ""I don't know when we are going"" OR ""I don't care when we are going ."".",Chinese (Mandarin)
"Yesterday, when I prepared lunch at my kitchen, my kitchen is the nearest place from the","Yesterday, I preparing lunch in my kitchen. is the nearest from the",Chinese (Mandarin)
"When we put ice on your hand, as ice is melting your hand is getting cold.","If you hold ice in your hand, as the ice melts, your hand gets cold.",Chinese (Mandarin)
"Sometimes, I've been in the trouble about internet connection but it's first time that the internet connection has problem during the whole day.","Sometimes my internet connection gives me trouble, but today was the first time that the internet connection had problem for the whole day.",Chinese (Mandarin)
"It, I gave an example before, mentioned that we can broke the wooden board with an at lease grade 5.","In my previous example, I mentioned that we can break the wooden board with a force of at least grade 5.",Chinese (Mandarin)
"Using the internet with lighting the candle is a cut avobe using the internet but no water, doen't it?","Using the internet by candle light is a step above using the internet but having no water, isn't it?",Chinese (Mandarin)
Some students could have strong strenth and some of them could have weak strenth.,Some students might be strong and some of them might be weaker.,Chinese (Mandarin)
"The reason why I hadn't bought it then, I hadn't had enough money.",I hadn't bought them at the time because I didn't have enough money.,Chinese (Mandarin)
"But, it was very difficult for me to grill pancakes :-( At first, I made a pancake with a fry pan.","but it was very difficult for me to fry them. :-( At first, I made a pancake with a frying pan.",Chinese (Mandarin)
"From today, I have searched some volunteer activities.",Today I looked for some volunteer activities.,Chinese (Mandarin)
Red color of strawberry syrup put in my rip...,My lip was red from strawberry syrup...,Chinese (Mandarin)
"Through their talkings, they sounded like enjoying in unversities.","From what they said, it sounded like they were enjoying their universities.",Chinese (Mandarin)
"The word of French, meaning ""Have a nice day"", is written in the cup.","Some French words meaning ""Have a nice day"" are written on the cup.",Chinese (Mandarin)
"However, I wanna watch today's game, I'm so sorry!!","However, I wanna watch today's game. What a pity!!",Chinese (Mandarin)
"In the night, the next neighbor always annoying me because he played the game with his freinds so it's annoyed but he disapeared lately.","At night, my next neighbor always was annoying me because he played games with his friends which annoyed me, but he disappeared lately.",Chinese (Mandarin)
I reserch on internet and I finaly found it and I order right away.,"I looked on the internet and I finally found one, so I ordered it right away.",Chinese (Mandarin)
"BTW,The rarejob is very famous English school,so I wonder to learn by using the rarejob.","BTW, rarejob is a very famous school for learning English, so I was wondering about using rarejob.",Chinese (Mandarin)
A people live in world that human is on the brink of extinction for titans.,People live in a world where humans are on the brink of extinction because of titans.,Chinese (Mandarin)
"When I advised the contents of the practice, I considered that our team practiced only twice a week.","When I checked the contents, I realized that our team had practiced only twice a week.",Chinese (Mandarin)
"I have been to America,England,Korea 16 years ago :-0 But I can`t speark English.","16 years ago, I went to America, England and Korea :-0 But I can`t speak English.",Chinese (Mandarin)
Now it is not too much to say that Internet is a part of our life.,It goes without saying that the Internet is a big part of our life.,Chinese (Mandarin)
"There are earthquakes every 30 minutes, sometimes we have some earthquakes in 10 minutes.","In these areas, there are earthquakes every 30 minutes, sometimes 10 minutes.",Chinese (Mandarin)
"could you tell me, if you know any information?""",""" any information?""",Chinese (Mandarin)
"And i will teach you many vocabulary, grammar, talking style, and cultures.","I will help you improve your vocabulary, grammar, talking style, and introduce you to many aspects of the Japanese culture.",Chinese (Mandarin)
"Especially, I like the part of ""I'll not sleep tonight until I understand your mind.""","I especially like the line ""I'll not sleep tonight until I know what you're feeling.""",Chinese (Mandarin)
"the music they play I really liked the lyrics were really good , I dont know why the band died but its so sad .","I really liked the music they played; the lyrics were really good , I don't know why the band broke up&nbsp;but its so sad .",Chinese (Mandarin)
"I think that's why is expensive , but I dont like that they can't stop in all the streets or that the drivers can't wait the people that is running to catch the bus .","I think that's why they are expensive, but I don't like that they can't stop at all the streets or that the drivers can't wait for people who are running to catch the bus.",Chinese (Mandarin)
"Do you know a good dentist."" I introduced the best dentist i know.",So I introduced the best dentist I knew to him.,Chinese (Mandarin)
"In school, students study correct English for Examinations.",Japanese students learn precise English just for qualifying tests.,Chinese (Mandarin)
"For all that, I'm a left handed so I throw a ball with left hand and pick up anything with left hand.","On the other hand,I throw a ball with my left hand and pick up anything with my left hand.",Chinese (Mandarin)
"but I found a new something one for right hand people, I feel let down.","But when I find something new for right hand people, I feel let down.",Chinese (Mandarin)
This is a diary for the first time in a week because I had a lot of things to do recently.,"This is the first time I'm writing a diary entry inover aweek because I had a lot of things to do recently. (Or, ""...diary entry this week.."" depedning on what you mean.)",Chinese (Mandarin)
"Due to someone need me ,i should strong , i should protect people who around me .","Because someone's need me ,I should be strong , I should protect people around me .",Chinese (Mandarin)
"Second ,they support us to shop in internet,that is to say,we need not spend our time on walking outside to looking for something wo want to buy.","Second ,they allow us to shop on internet,that is to say,we don't need to spend our time walking outside looking for something we want to buy. (""need not"" is correct, but it does not sound natural, ""don't need to"" is more natural)",Chinese (Mandarin)
"If u want to paint a picture of ur memory, then just close ur eyes and think about ur sweety childhood and ur bitter first love story.","When painting a picture from your memory, simply close your eyes and think about the innocence of childhood or your first bittercrush.",Chinese (Mandarin)
You could see how much he was good acting.,One can see how great he is at acting.,Chinese (Mandarin)
"I think that If I knew the jazz"" Bye bye black bird"", I would more impressed this story.","I think if I had known the jazz song ""Bye ye Black Bird,"" I would have liked the movie more.",Chinese (Mandarin)
"Through spending some day with foreign guys, I felt like I would want to work with foreign people.","After spending some days with foreign guys, I feel I would like to work with foreign people.",Chinese (Mandarin)
"The other day, I've written that I would go to North eastern areas of Japan, where earthquakes occurred for volunteers.",I've written the other day that I'm going to northeastern Japan to volunteer.,Chinese (Mandarin)
"He says ""English is easer than Japanese because charactor of English is only one but Japanese is many.",He said English is easier than Japanese because English only has one alphabet but Japanese has many:,Chinese (Mandarin)
"Its increasing rate is very small(OR Its increasing spead is very slow?), but considering the small number more than a few years ago, I think it's a great progress.","It has increased very slowly, but considering the even smaller number a few years ago, I think it has made great progress.",Chinese (Mandarin)
"In my childhood,smelling the futon airerd in the sun,I used to say ""Oh,it's smell of the sun!!""","During my childhood, I smell the futon hanged in the sun,I used to say ""Oh,it's smells like sun!!""",Chinese (Mandarin)
"The feeling of home that is HAPPY!But only three days vacation, go immediately to return to the School.",I am HAPPY to be home! But only have three days of vacation before I have to return to School.,Chinese (Mandarin)
"Only 1 and a half months left for me in Chicago, so I decided to move into a host house to experience an American life style and have much chance to talk with real American people.","I only have a month and a half left in Chicago, so I decided to move into a host house to experience an American lifestyle and have a chance to talk with real American people.",Chinese (Mandarin)
"i'm a stuff in a company of shanghai,and wanna improve my written and spoken english to get a better offer in my career.","I'm part of a staff in a company located in shanghai,and I want to improve my written and spoken english to get a better offer for my career.",Chinese (Mandarin)
"But It will take more time, so I painted same coler.","Howerver,it will take more time, so I decidedto justrepaint the room for now.",Chinese (Mandarin)
"As far as I am concerned , I don't agree with this opinion.",I don't agree with this opinion.,Chinese (Mandarin)
"Initially,there is no denying that with the development of advanced technology,such as information technology ,computer used widely in our courses ,and courses were designed to be more vivid.","There is no denying that with the development of advanced technology computer have come to be more widely used in our courses, and that courses have been correspondingly designed to be more vivid.",Chinese (Mandarin)
"Even in a situation of hunger, they will not choose human to be their target except they were scared of us or lost the sense of security.","Even when hungry, they will not target humans except if they were scared by us or lost their sense of security.",Chinese (Mandarin)
"To rattlesnakes, for example, they can not see anything but capture the prey accurately at night because of the thermal positioning function.","Rattlesnakes, for example, cannot see anything, but capture prey accurately at night because of thermal positioning .",Chinese (Mandarin)
"Since 1998,our communication habit has been changed by a lovely penguin and it still has been influencing the youth.","Since 1998, our communication habits have been changed by a lovely penguin and it still is influencing the youth.",Chinese (Mandarin)
"God , give me an answer,should I go to a Marriage agency?Whether is my GF waitting for me in it?","God , give me an answer should I go to a marriage agency? Is my GF waiting for me there ?",Chinese (Mandarin)
How excited I was and it seemed I have lots of english teachers~,I was so excited to have lots of English teachers~,Chinese (Mandarin)
am I changed?why you said I were never the lovely boy you knew?,Have I changed? Why did you say I wasn't the lovely boy you knew anymore?,Chinese (Mandarin)
"Recently, I had seen a film, named <Troy>.",Recently I watched a film <Troy>.,Chinese (Mandarin)
"Revolutionary heroism embodies the proletariat and working people dare to overwhelm all enemies, overcome all difficulties and work hard, have the courage and fearless revolutionary spirit and character, embodies the noble proletarian revolutionary fighters moral character and excellent quality, are the proletariat view of the world an expression of the proletarian revolutionary fighters of political consciousness, attitude towards life and dedication of the high degree of harmonization.","Revolutionary heroism embodies the proletariat and working people who dare to overwhelm all enemies, overcome all difficulties and work hard; have courage, fearless revolutionary spirit, and character; the noble proletarian revolutionary fighters with moral character and excellent quality; the proletariat view of the world; the proletarian revolutionary fighters of political consciousness, attitude towards life, and dedication to the high degree of harmonization. Wow! That's a long sentence. :)",Chinese (Mandarin)
"Mainly manifested exaggerated personal role, and to belittle the people's collective strength and wisdom, love the spotlight, grandiose, for reputation, the status, lack of organizational discipline and self-restraint and so on.","Mainly manifesting exaggerated personal roles and belittling of the people's collective strength and wisdom, people with this quality love the spotlight, grandiose, good reputation, high status, lack of organizational discipline andself-restraint, and so on.",Chinese (Mandarin)
Zhuhai has always been raining recently and I just stay at home playing nowhere.,"It in Zhuhai recently and I just stayed home, going nowhere.",Chinese (Mandarin)
Let me procrastinate the finishing date because I wanna paly first!,I am going to procrastinate until the end because I wanna play first!,Chinese (Mandarin)
"Sun is shine , I can not remember how many sunshine I have wasted?How are my friends?Are their lives interesting in other provinces?","The sun is shining; can I remember how much sunshine I have wasted? How are my friends? Are their lives interesting in other provinces? another word for ""province"" in the USA is ""state""",Chinese (Mandarin)
"When it comes to the sport which can protect ourselves as well as make us stronger, most people will think about boxing, taekwondo, K-one, and Chinese Kung fu.","When it comes to sports which can protect us as well as make us stronger, most people think about boxing, taekwondo, K-one and Chinese Kung fu.",Chinese (Mandarin)
"In conclusion(is there any other form?), the economic crisis influenced us a lot, both economy and our daily life.","Even knowing the damage is not yet completed, the economic crisis influenced us a lot, both economy and our daily life.",Chinese (Mandarin)
"My Chinese was rated C+``` it always makes me to consider a serious question whether I am Chinese?Why was my english B+ better than Chinese?Looking at the past,I always failed the Chinese exam ~What happened?","My grade in Chinese was a C+. It always make me consider whether I am Chinese or not. Why was my English (B+) better than my Chinese? Looking back, I've always failed the Chinese exam. What happened?",Chinese (Mandarin)
I often think of a poem by Verlaine which I learnt when I was elf years old.,what's that in human years?.,Chinese (Mandarin)
i've interviewed for job from the company of course it was not a first time but,i went for a job interview at a company. Of course it was not a first time but,Chinese (Mandarin)
"If you see the lost, you will never be happy and creative, won't you?","If you chase after what you've lost, you will never be happy and creative",Chinese (Mandarin)
There are also oil that can be taken directly (not put in meal) like Olive oil dan coconut virgin oil.,"There are also oils that can be taken directly (not added to food ) like Olive oil, and virgin coconut oil.",Chinese (Mandarin)
In the hall he has a bookcase from top the up full of vinyls.,In the hallway he has a bookcase which is filled with vinyls.,Chinese (Mandarin)
"November in Korea, high school senior had the College Scholastic Test.","In Korea, every November, senior high school students take a test called ""The College Scholastic Test"".",Chinese (Mandarin)
"By law, when the student at the age of 5,they must go to the primary school and graduated at the age of 11, and all of the school is co-educational, and teach English, maths, science and so on.","By law, at the age of 5 children must go to primary school and graduate at the age of 11. Also, all of the schools are co-educational, and teach English, maths, science and so on.",Chinese (Mandarin)
"Especially, the ideals which have adverse affect to the stable of our society should be restricted.",Ideas which have adverse effects on the stability of our society especially should be restricted.,Chinese (Mandarin)
"(Actually, I hope Japanese subtitles but maybe it's impossible, isn't it?)","I hope it does, but I also realize that it may not.",Chinese (Mandarin)
"Although, My understanding is not perfect, but I enjoyed it very much.",Although my English comprehension isn't perfect I still enjoyed the film very much.,Chinese (Mandarin)
"By the way,Kinkaku-ji was burned down 60 years ago.",Kinkaku-ji burned down 60 years ago.,Chinese (Mandarin)
"That day was long vacation that was 5 days,so many people came there.","The day that I visited was during a long, 5 day vacation , so many people were there.",Chinese (Mandarin)
"Even though Bangkok now has Sky train Subway and BRT, bus rapid service, but the construction still not cover the ultimate areas and Cause the amount of car on the road increased continuously.","Even though we have Sky train Subway, BRT and bus rapid services inBangkok now, the constructions still do not cover the ultimate areas and cause the increasing amount of cars on the road continuously.",Chinese (Mandarin)
"For example Campaign to have a car pool, take a serious with any person who ignored a traffic laws, specify that anybody driving a car is obliged by law to keep a driver license at all times and facilitate to use a public transportation by creating an alternative multiple channels such as public bus boat train sky train and subway with discount promotions.","For example, campaigning for having a car pool, giving stiffer penalties to any person who ignored traffic laws, pecifying that carall drivers are obliged to obey the laws in order to keeptheir license at all times and facilitating people taking the public transportation by creating an alternative package such asgiving discount for those who takes public bus, boat train, sky train or subway etc.",Chinese (Mandarin)
"I have to study and I know, but I'm very tired.","I know I should study, but I'm very tired.",Chinese (Mandarin)
"I think if they will be able to understand what I want to say, I'm very happy.","If they understand what I want to say, I think I will be very happy.",Chinese (Mandarin)
It has made possible to represent it human cannot do.,"In anime, it is possible to express what humans cannot express (?? not sure what you mean)",Chinese (Mandarin)
"I usually cannot Japanese test, but today, I could it than usually.",The Japanese exam is usually really hard for me but today I manged to do most of it.,Chinese (Mandarin)
"And let's talk about Hormes,Robert Downey Jr.,Jude law, and so on !","Let's alsotalk about Holmes, Robert Downey Jr., Jude law, and so on !",Chinese (Mandarin)
"Going to university by schooter, I was about to freazz on the way to university.","Whilst riding to university by scooter, I was almost frozen! .",Chinese (Mandarin)
"I'm sure All of us can be hikikomori, because we are more weak than that of we think, and the reasons are more complecated.","I'm sure all of us can be hikikomori, because we are weaker than we think, and the reasons are more complicated.",Chinese (Mandarin)
"We (me, wife and two daughters) don't have any good ideas to do on rainy weekends.",The family and I don't have any good ideas what to do on this rainy weekend.,Chinese (Mandarin)
"I would be appreciated it, if you correct my writing in English as I translated one Japanese phrase.",I would appreciate it if you correct my English translation of a Japanese phrase.,Chinese (Mandarin)
"""Turn on the power"" or ""Turn the power on""","""Turn the power on"" (or Switch it on is fine.)",Chinese (Mandarin)
"And i am studying in the GuanDu the second high school,","I am studying at GuanDu, a high school.",Chinese (Mandarin)
"But in fact, I should say she go shopping with a boy who I know and I just think they are friends, she didn't tell me she fell in love.(The reason may be we are in cold war).","But in fact, I should say that she had gone shopping with a boy who I know, and I just think they are friends. She didn't tell me she had fallen in love. (The reason may be that we are in a cold war.)",Chinese (Mandarin)
"In addition, such as the Northeast Tonghua ""Wine Festival"", Sichuan ""International Dragon Boat"" campaign,etc,all these are the combination of the Chinese ancient culture and the modern tourism,which has received a good social benefits and economic benefits.","In addition, other events such as the Northeast Tonghua ""Wine Festival"", the Sichuan ""International Dragon Boat"" campaign etc, are all the combination of the ancient Chinese culture and modern tourism, which has received good social and economic benefits.",Chinese (Mandarin)
"My friend got divorced and her parents had passed away many years ago and besides she is only child, so she doesn't have any family and relatives.",My friend is divorced and her parents passed away many years ago. She is an only child and doesn't have much family or many relatives.,Chinese (Mandarin)
I made up my mind that I sould be substitute for his father when the athletic meeting was held.,I should be the substitute for his father at the athletic meeting.,Chinese (Mandarin)
"After starting the hanami, another group came and started hanami next to our group.","After we settled down, another group came and sat next to our group.",Chinese (Mandarin)
"When I was riding my bycicle with my bag hunging to the hundle, my bag suddenly stuck to the frontwheel, and I fell down on the street.","When I was riding my bicycle with my bag hanging on the handle, my bag suddenly stuck to the front wheel, and I fell down on the street.",Chinese (Mandarin)
"I feel like be gentle when I touch the ground and take care of flowers, it is because that they might have a healing power.",It's such a gentle and soothing feeling to touch the dirt and take care of flowers. Maybe they have healing powers.,Chinese (Mandarin)
"I've been interesting it for a long time, but I've been not so brave that I hesitated to use it.","I've been interested in it for a long time, but i'm not so brave so I hesitated to use it.",Chinese (Mandarin)
how to know the boy if has girlfriend??,How do I tell if the guy (boy) has a girlfriend?,Chinese (Mandarin)
"Then, Thank you for your reading till the last!",Thank you for reading until the end!,Chinese (Mandarin)
"The breakdown of seven kinds of seven herbs is a wild variety of parsley, a shepherd's-purse,a cottonweed,a chickweed,a Lamium amplexicaule,a turnip and a Japanese radish.","The seven herbs are wild parsley, shepherd's-purse, cottonweed, chickweed, Lamium amplexicaule, turnip and Japanese radish. (""The seven herbs are: wild parsley, shepherd's purse, cottonweed, chickweed, henbit deadnettle, turnip, and Japanese radish."") (Note: Lamium amplexicaule is the scientific name whereas henbit deadnettle is the common name.)",Chinese (Mandarin)
"What's the topic,I can't remember it.",I can't remember the topic.,Chinese (Mandarin)
"From among a lot of colors ,red stands out the most.","Amongst a range of colors, red stands out in particular.",Chinese (Mandarin)
"that means is ""Eikando is more better place to watch autumn leaf in kyoto""","This means ""Eikan-do is a much better place to watch autumn leaves in Kyoto.""",Chinese (Mandarin)
I'll take a photo it and I'll up on my diary on Lng-8^^,I'll take a photo of it and put it inmy diary on Lng-8^^,Chinese (Mandarin)
"When you become 5 months pregunant, you have to go to the shrine for your baby.","When ladies are 5 months pregnant, we have to go to the shrine for our babies blessings.",Chinese (Mandarin)
And Tsunami makes at almost whole Japan coastal area after The earthquake.,"Furthermore, a tsunami nearly covered the whole Japan coastal area after the earthquake.",Chinese (Mandarin)
"As same as Many other Lang8 users, It's for English practice.","Just like many other Lang8 users, it's for English practice.",Chinese (Mandarin)
then It is quite difficult to fold it so that I can't make cute one .,it can be quite difficult to fold and I can't make a cute obi out of it.,Chinese (Mandarin)
Really won't be returned part of deposited money over 10000000yen?,Is it true that the part of deposited money over 10000000yen will not be returned?,Chinese (Mandarin)
I noticed It looks very similar to between ''Baum and bomb''I felt he is planning something.,"Because it is very similar between ''Baum and bomb'',I thought that he is planning something.",Chinese (Mandarin)
"First of all It was big thing I noticed that ""enviroment"" was the most important than ""a leaning style"" and ""motivation"".","First of all the big thing I noticed that ""environment"" was the most important part in learning english than ""a learning style"" or ""motivation"".",Chinese (Mandarin)
"I still like J-POP but I became don't like ""morning musume"".","I still liked J-POP but I started to not like ""Morning Musume"".",Chinese (Mandarin)
I like to go to the cinema but it's a bit expensive and the movies that the cinema brings to the city aren't the movies that I like.,I like to go to the movies but it's a bit expensive plus I don't care for the movies they show.--This is how we say that in conversational english (U.S.).,Chinese (Mandarin)
My purpose of visiting is to meet friends and to sightseeing with them.,visiting to friends and to sightseeing with them.,Chinese (Mandarin)
We can go the live streaming and can watch other's live and can talk with many people easily there.,We can do live streaming videos and can watch others' videos and can talk with many people easily there.,Chinese (Mandarin)
"In the future, I want to work in the United States of America as a scientist.",I want to work in the US as a scientist in the future.,Chinese (Mandarin)
The thing that makes me being surprised is that I can watch NBA games whenever I want using the internet.,The thing thatsurprised me is that I can watch NBA games whenever I am using the internet.,Chinese (Mandarin)
"To communicate with the others, people think standard speech is essential especially regarding written stuff.",People think standard speech is essential to communication especially regarding the written word .,Chinese (Mandarin)
"It will take part of the way about an hour and half by train, and from there, it will take about two hours by my parent's car.","We will take the train partway, which lasts about an hour and half; and from there, it will take about two hours by my parents' car.",Chinese (Mandarin)
"I didn't understand anything about cat before, I know dog better than cat,Since I raise her,I finally knew its charm and cute characater,although it doesn't obey human like dog does,but sometimes her moving or","I didn't understand anything about cat before; I know dog better than cat. Since I started to raise her, I finally understand its charm and cute character, although it doesn't obey human like dog does, but sometimes her movements or",Chinese (Mandarin)
"the facial expression ,even just only a small toy she could play a long time with herself , it's so funny ,how cutty she is , watching her and I have a light-hearted mood ,too .","facial expression, are so funny. She can play a long time herself even with just a small toy. She is very cute! While watching her I have a light-hearted mood too.",Chinese (Mandarin)
But i found some medicine that is spray type.,"Luckily, I found some spray medicine.",Chinese (Mandarin)
"after i began to study english for the ielts test,","Since I began studying English for the IELTS test,",Chinese (Mandarin)
so i've doing lestening test by myself at that time.,So I was doing a listening test by myself at class time.,Chinese (Mandarin)
i think that the most interesting city to visit is London because in this city you can see a lot of museum and you can rest in some big park so the most beautiful city i have ever been is london because london have a lot of parks with flowers and statues.,I think that the most interesting city to visit is London because in this city you can see a lot of museums and you can rest in some big parks. So the most beautiful city i have ever been to is london because london has a lot of parks with flowers and statues.,Chinese (Mandarin)
"i think that the best film i have ever seen was ""twilight"" because i love films of frigthen and love and this film has both things.","think that the best film have ever seen was ""wilight"" because love films and love and this film has both Capitols for I and for names. You could also say ""I love films which are frightening and also have love in the story and this film has both.""",Chinese (Mandarin)
"my favourite director steven spielberg because I liked the movie ""the Schindler's List"" and i think that he is a very good director(dairector).","y favourite director Steven Spielberg because I liked the movie "" Schindler's List"" and think that he is a very good director",Chinese (Mandarin)
"i loves going out, climb a mountain and see nature.","I love going out, climbing mountains and seeing nature.",Chinese (Mandarin)
"Every time somebody turns on the set, I go into the other room and read a book"" - it is one of my favourites quotes of Groucho Marx, an American comedian and a film star.","somebody turns on the set, I go into the other room and read a book"" - is one of my favouritequotes from Groucho Marx, an American comedian and film star.",Chinese (Mandarin)
I'm looking forward to going to there but I have no choice,I was looking forward to going but now i can't.,Chinese (Mandarin)
I was trying on diet in last summer to wear a one-piece.,I went on a diet last summer to fit into a dress.,Chinese (Mandarin)
"When i watched some cooking TV programmes,their quality foods really appeal to me.....","When watching cooking programs on TV, the quality of Venetian food really appeals to me.....",Chinese (Mandarin)
"One of the children palyed as father in the family,one acted as mother,and the rest of children can acted as sister,uncle and different family members just you like.","One of the children pretended to be the father in the family, one pretended to be the mother, and the rest of the children pretended to be sisters, uncles and different family members as they liked.",Chinese (Mandarin)
"When I thought about my childhood,It's always give me a feeling of nestalgia.",Thinking about my childhood always give me a feeling of nostalgia.,Chinese (Mandarin)
One of the most obviously deterimental inflence is that children are easily lost in the materialistic world and pursue luxuries due to they are not mature enough and cannot distinguish right from wrong.,One of the most obviouseinflences that children are easily lost in the materialistic world and pursue luxuriessince they are not mature enough and cannot distinguish right from wrong.,Chinese (Mandarin)
"By the way of conclusion,it should be admit that some advertisments offer some valuable,positive and correct infromation for children,but parent need to give a right guide for their kids as well.","In conclusion, it should be that some advertisments offer some valuable, positive and correct infromation for children, but parents need to give right guidance for their as well.",Chinese (Mandarin)
"Thus it is not the end, as for me, the point may be engaged in much play by a connection with the people of the theatrical world from now on, too.","And that wasn't the end for me, it connected me with people from the theatrical world .",Chinese (Mandarin)
"Especially, I felt the charm in the actor.",I especially felt the charm of acting.,Chinese (Mandarin)
The way of this is that you eat only banana on breakfast.,This is a diet where (this sounds more natural) you eat only bananas for breakfast.,Chinese (Mandarin)
"I'm a system consultant, but I'm still a beginner as a consultant.","I'm a system consultant, but I'm still in training.",Chinese (Mandarin)
"As it was early time, we could enjoy it soon.","Because we arrived early, we didn't have to wait in line (for any rides).",Chinese (Mandarin)
I studied English by myself and I didn't feel my progress of my English skill.,I have been doing it by myself and I didn't feel that my English skill was progressing.,Chinese (Mandarin)
even though we always ate lunch boxes in the office.,We normally always bring lunch boxes to the office.,Chinese (Mandarin)
It is said that it is because of lack of Vitamin B.,I was told it is due of lack of Vitamin B.,Chinese (Mandarin)
"However, I had enough time and little money at that time.","Although I had enough time, I had little money,",Chinese (Mandarin)
"Though I applied for it, I heared that there were not a lot of people which applied for it.","Though I applied for it, I heard that there were not a lot of people who did.",Chinese (Mandarin)
The half of the market were product of Kyoto.,Half the market was products of Kyoto.,Chinese (Mandarin)
I found it that I couldn't pack materials in three boxes.,I couldn't pack all my things in three boxes.,Chinese (Mandarin)
"i use now iphone , it is a nice , bat i hoop used him for learn English and Japanese language's bat problem now it is what is a appellation of appropriate ?","I am using an iphone now. It is nice; however, I hoped to use it to learn English and Japanese language's but the problem now is what is a appellation of appropriate ?",Chinese (Mandarin)
