text,correct,sequence,native
"In Japan, there is a custom to celebrate the new year by traditional cooking, called Oseti-ryori.","In Japan, there is a custom to celebrate the new year by traditional cooking, called Oseti-ryori. Osechi-ryori is more common in my experience and better fits the original pronunciation. This is more of a style choice than anything, and what you choose to romanize it as is up to you.","('PROPN', 'PUNCT', 'PRON')",Spanish
In Sydney he is staying the hotel for two weeks and looking for somewhere to live.,"In Sydney, he is staying at / in a hotel for two weeks while looking for somewhere to live.","('PROPN', 'PUNCT', 'PRON')",Spanish
"My husband's high school friend Hori-kun, my husband, and I went to Manly beach, which was near from Circular Quay and it took about 30 minutes by ferry.","My husband's high school friend Hori-kun, my husband, and I went to Manly Beach, which was near to Circular Quay and it took about 30 minutes by ferry.","('PROPN', 'PUNCT', 'PRON')",Spanish
though I'm in vacation.,"even though I'm in vacation.(Hi. I'm so tired because I'm in school from 9 AM to 9 PM, even though I'm on vacation.)","('PROPN', 'PUNCT', 'PRON')",Spanish
"Tpday In Korea, There was strong typhoon.","Today in Korea, There was a strong typhoon.","('PROPN', 'PUNCT', 'PRON')",Spanish
"I have not idea of english, I studied in the school but I never learn too much.",I don't know a lot of english. I studied it in school but I never learned it (that) much.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"S., it is usually dark, so it is even hard for me to pay attention everything at night while I am driving.","It becomes very dark, and it is even hard for me to pay attention to everything at night while I am driving.","('PROPN', 'PUNCT', 'PRON')",Spanish
My mother was born in Dae-gu which was based area of Samsung baseball team.,"My mother was born in Dae-gu, which is the home of the Samsung baseball team.(maybe ""the Samsung Lions"" would sound better here.)","('PROPN', 'PUNCT', 'PRON')",Spanish
We ate the pa-jeon which looks like pizza and jin-do hong-ju which is speciality of jindo.,"We ate a pa-jeon, which looks like pizza, and jin-do hong-ju, which is special kind of of jindo.","('PROPN', 'PUNCT', 'PRON')",Spanish
We ate the pa-jeon which looks like pizza and jin-do hong-ju which is speciality of jindo.,"We ate a pa-jeon, which looks like pizza, and jin-do hong-ju, which is special kind of of jindo.","('PROPN', 'PUNCT', 'PRON')",Spanish
We ate the pa-jeon which looks like pizza and jin-do hong-ju which is speciality of jindo.,"We ate a pa-jeon, which looks like pizza, and jin-do hong-ju, which is special kind of of jindo.","('PROPN', 'PUNCT', 'PRON')",Spanish
The boy also said don't forget HIJK- he is just kidding.,"The boy also said, ""Don't forget HIJK. He is just kidding.""","('PROPN', 'PUNCT', 'PRON')",Spanish
"Especially a boy called Haidal, he is very clever, because he know a lot of Chinese words, although most of them are bad words.","Especially a boy called Haidar. He is very clever, because he knows a lot of Chinese words, although most of them are bad words.","('PROPN', 'PUNCT', 'PRON')",Spanish
"And at English, I was eight thousand and nine hundred seventy eighth.","And at English, I was eight thousand, nine hundred and seventy eighth.","('PROPN', 'PUNCT', 'PRON')",Spanish
There is Rikagaku Kenkyujyo which is a reserch institute of physics and chemistry near my prace of work.,"Rikagaku Kenkyujyo, which is a research institute of physics and chemistry, is near my place of work.","('PROPN', 'PUNCT', 'PRON')",Spanish
"I am not good at English,but I want carefully to speak English.","I am not good at English, but I want to carefully (skillfully) speak English.I think using skillfully would sound more natural than carefully.","('PROPN', 'PUNCT', 'PRON')",Spanish
Wow~it's first Monday on may~!,"Wow~it's first Monday on may~!Wow, it's the first Monday of May!","('PROPN', 'PUNCT', 'PRON')",Spanish
"I love to go Norebang which is very similair Karaoke, but it is no way to go there alone and without having alchol.","I love to go to (the) norebang, which is very similar to karaoke, but there is no way you can go there alone without having alcohol. (Or did you mean, ""...but you can go to the norebang alone, without drinking any alcohol."" ?)","('PROPN', 'PUNCT', 'PRON')",Spanish
"I love to go Norebang which is very similair Karaoke, but it is no way to go there alone and without having alchol.","I love to go to (the) norebang, which is very similar to karaoke, but there is no way you can go there alone without having alcohol. (Or did you mean, ""...but you can go to the norebang alone, without drinking any alcohol."" ?)","('PROPN', 'PUNCT', 'PRON')",Spanish
"I love to go Norebang which is very similair Karaoke, but it is no way to go there alone and without having alchol.","I love to go to (the) norebang, which is very similar to karaoke, but there is no way you can go there alone without having alcohol. (Or did you mean, ""...but you can go to the norebang alone, without drinking any alcohol."" ?)","('PROPN', 'PUNCT', 'PRON')",Spanish
"Even if it is not as good as singing at Norebang, it can make me stress out.","Even if it is not as good as singing at norebang, it helps me to relieve my stress.","('PROPN', 'PUNCT', 'PRON')",Spanish
"If you visit to korea, it will be a good expirence to go there.","If you come to Korea, it will be a good experience to go there.","('PROPN', 'PUNCT', 'PRON')",Spanish
"I didn't do anything special, I mean, I woke up lately, ate food, watch Nico Nico Douga, read a book, and the day will end.","I didn't do anything special (Period) I mean, I woke up lately, ate food, watch Nico Nico Douga, read a book, and the day end. (Check your tenses.)","('PROPN', 'PUNCT', 'PRON')",Spanish
"I didn't do anything special, I mean, I woke up lately, ate food, watch Nico Nico Douga, read a book, and the day will end.","I didn't do anything special (Period) I mean, I woke up lately, ate food, watch Nico Nico Douga, read a book, and the day end. (Check your tenses.)","('PROPN', 'PUNCT', 'PRON')",Spanish
"This is ABC of faith of Christianity, I know.","These are the ABCs of the Christian faith, I know.","('PROPN', 'PUNCT', 'PRON')",Spanish
I made!^^ I felt a little tired.,"I made it!^^ Afterwards, I felt a little tired.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Maby, im wrong in some opinion.",Maybe my thinking is wrong in someway.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"I'm reading Matilda which was written by Roald Dahl for children, but it's difficult for me.","I'm reading Matilda, which was written by Roald Dahl for children, but it's difficult for me.","('PROPN', 'PUNCT', 'PRON')",Spanish
"If I watched it in English, it would teach me a good lesson:-) I think I'm going to try anytime soon.","If I watched it in English, it would teach me some good expressions to use in English :-) I think I'm going to try to find that cartoon in English soon.","('PROPN', 'PUNCT', 'PRON')",Spanish
It's the Roomba which is a cleaning robot.,"It was the Roomba, which is a cleaning robot.","('PROPN', 'PUNCT', 'PRON')",Spanish
There are the traditional customs of presenting a gift in summer and winter in Japan.,There are the traditional customs of presenting a gift in summer and winter in Japan.It is a tradition to offer gifts during the winter and the summer in Japan.,"('PROPN', 'PUNCT', 'PRON')",Spanish
Ryo Ishikawa who finished first in the money standings last year played golf excellently.,"Ryo Ishikawa, who finished first in the money standings last year, played golf excellently.","('PROPN', 'PUNCT', 'PRON')",Spanish
Ryo Ishikawa who finished first in the money standings last year played golf excellently.,"Ryo Ishikawa, who finished first in the money standings last year, played golf excellently.","('PROPN', 'PUNCT', 'PRON')",Spanish
Here is the list of the best 10 which are in order of the number of readers.,"Here is the list of the top10, which is in order of the number of readers.","('PROPN', 'PUNCT', 'PRON')",Spanish
A name of flowers,"The Flower's Name / A Flower Called... / The Name of the Flower (I went singular because he is singing to someone who is never named. But he does a lot of generalization in the chorus so you could also say Flower Names... there's no right answer here, these are just for your reference)","('PROPN', 'PUNCT', 'PRON')",Spanish
Luckily in case of Kobe there was not plunder and riot.,"Luckily in the case of Kobe, there was no plundering or rioting.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Although I stayed the same hotel in Fukushima which I introduced in this site before, I didn't have spare time to read mangas becasue I had to be engaged in tough meeting until 1 AM.","Although I stayed the same hotel in Fukushima, which I introduced in this site before, I didn't have spare time to read mangas because I had to be engaged in a tough meeting until 1 AM.","('PROPN', 'PUNCT', 'PRON')",Spanish
"On monday, I decided not to drink for one day a week at least fot my health.","On Monday, I decided not to drink at least one day a week for my health.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Hahaha, I know my English level is mediocre even when I'm flattered at compliments;""your English is good"" or ""you are good at English"".","Hahaha, I know my English level is mediocre, even though I'm flattered at compliments; ""your English is good"" or ""you are good at English"".","('PROPN', 'PUNCT', 'PRON')",Spanish
Tsumabuki (who is a handsome actor.,Tsumabuki a handsome actor,"('PROPN', 'PUNCT', 'PRON')",Spanish
"Having coffee in cafe, Talking about something...",(OR) I love to meet my friends in the cafe to have coffee and talk about things.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"We went to the Hanagasa Festival, which is the biggest festival in my prefecture and in which participants dance the Hanagasa Dance, and ate shaved ice and Yakisobas.","We went to the Hanagasa Festival, which is the biggest festival in my prefecture and in which participants dance the Hanagasa Dance. There we ate shaved ice and Yakisobas. (It's better to write this in two sentences)","('PROPN', 'PUNCT', 'PRON')",Spanish
"Since instructions are in English, I read them thoroughly.","Since instructions are in English, I read them thoroughly.Since the instructions were written in English, I had to read them thoroughly","('PROPN', 'PUNCT', 'PRON')",Spanish
I'm really interested in the news about that.,Do you know about the inauguration ceremony of the new president of the US? I'm really interested in the news about that.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"Recently,I need knowledge about fashion more,cuz I'm working at an apparel company.","Recently,[^ SPACE] I needed [] some more information about fashion [],[^ SPACE] [] as [2] I work for an apparel company.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Recently,I need knowledge about fashion more,cuz I'm working at an apparel company.","Recently,[^ SPACE] I needed [] some more information about fashion [],[^ SPACE] [] as [2] I work for an apparel company.","('PROPN', 'PUNCT', 'PRON')",Spanish
"By the way,what fashion brand do you like??","By the way,[^ SPACE] what fashion brand do you like??","('PROPN', 'PUNCT', 'PRON')",Spanish
"Sometimes strolling into Starbucks at the corner of a street, a Frappuccino that I order as my usual tastes so great!","Sometimes, I would stroll into Starbucks at the corner of a street, and order my usual Frappuccino. It tastes so good! (I would use ""so good"" or ""great,"" but not ""so great."")","('PROPN', 'PUNCT', 'PRON')",Spanish
"Sometimes strolling into Starbucks at the corner of a street, a Frappuccino that I order as my usual tastes so great!","Sometimes, I would stroll into Starbucks at the corner of a street, and order my usual Frappuccino. It tastes so good! (I would use ""so good"" or ""great,"" but not ""so great."")","('PROPN', 'PUNCT', 'PRON')",Spanish
"The most revolutionary of them was the large part that women played in the widespread use of hiragana, which enabled the development of purely Japanese works of literature as well as, of course, the introduction of the modern Japanese writing system.","The most revolutionary of them was the large role that women played in the widespread use of hiragana. This enabled the development of purely Japanese works of literature as well as, of course, the introduction of the modern Japanese writing system. (When the sentence is too long for reading, try to break it up.)","('PROPN', 'PUNCT', 'PRON')",Spanish
"The most revolutionary of them was the large part that women played in the widespread use of hiragana, which enabled the development of purely Japanese works of literature as well as, of course, the introduction of the modern Japanese writing system.","The most revolutionary of them was the large role that women played in the widespread use of hiragana. This enabled the development of purely Japanese works of literature as well as, of course, the introduction of the modern Japanese writing system. (When the sentence is too long for reading, try to break it up.)","('PROPN', 'PUNCT', 'PRON')",Spanish
"The most revolutionary of them was the large part that women played in the widespread use of hiragana, which enabled the development of purely Japanese works of literature as well as, of course, the introduction of the modern Japanese writing system.","The most revolutionary of them was the large role that women played in the widespread use of hiragana. This enabled the development of purely Japanese works of literature as well as, of course, the introduction of the modern Japanese writing system. (When the sentence is too long for reading, try to break it up.)","('PROPN', 'PUNCT', 'PRON')",Spanish
"To serve for people having interest in Japan, I decided to write my thoughts on the Japanese language and culture.","To serve people who have an interest in Japan, I decided to write my thoughts on the Japanese language and culture. (This is more natural. In English, you don't usually hear ""having interest,"" rather it's almost always ""have an interest."")","('PROPN', 'PUNCT', 'PRON')",Spanish
"To serve for people having interest in Japan, I decided to write my thoughts on the Japanese language and culture.","To serve people who have an interest in Japan, I decided to write my thoughts on the Japanese language and culture. (This is more natural. In English, you don't usually hear ""having interest,"" rather it's almost always ""have an interest."")","('PROPN', 'PUNCT', 'PRON')",Spanish
"So you had much better learn the ABC of Japanese, that is to say, grammar, glossary and so on :)","So you had much better learn the ABCs of Japanese, that is to say, grammar, vocabulary, and so on :) [""ABCs"" is a set way of saying 'ins and outs' --- it is always written with the 's']","('PROPN', 'PUNCT', 'PRON')",Spanish
"If we wants to say ""Good Luck"" in Japanese, we should not say ""Gannbare"".","If we want to say ""good luck"" in Japanese, we would not say ""gannbare.""","('PROPN', 'PUNCT', 'PRON')",Spanish
ysterday I went to work.,"ysterday, I went to work.","('PROPN', 'PUNCT', 'PRON')",Spanish
BUt in Japanese so may be can't understand Japanese can't understand this music.,"But in Japanese, so may be can't understand Japanese. You won't be able to understand this music.","('PROPN', 'PUNCT', 'PRON')",Spanish
"I'll talk about monday, I was busy because I had many class in university.",I'll talk about Monday. I was busy because I had many classes in university.,"('PROPN', 'PUNCT', 'PRON')",Spanish
coz' i did bring Japanese medicine here but it doesn't work so maybe problem is my weak body but i dont know what should I do?,"did bring Japanese medicine here, but it doesn't work, so maybe the problem is my weak body. dont know. hat should I do?","('PROPN', 'PUNCT', 'PRON')",Spanish
Japanese never eat other people's food without their permission...,"Japanese (you can write ""The Japanese"" or ""Japanese people"") never eat other people's food without their permission...","('PROPN', 'PUNCT', 'PRON')",Spanish
"I've come from the little city named Kazan, may be someones hear about our hockey team ""Ak Bars"".","from a little place called Kazan. someone heard about our hockey team, Ak Bars (in English: the Snow Leopards).","('PROPN', 'PUNCT', 'PRON')",Spanish
"I've come from the little city named Kazan, may be someones hear about our hockey team ""Ak Bars"".","from a little place called Kazan. someone heard about our hockey team, Ak Bars (in English: the Snow Leopards).","('PROPN', 'PUNCT', 'PRON')",Spanish
"But now I have been here, Japan, I have no chance to write in English.",But now I am in Japan. I have little time to practice English.,"('PROPN', 'PUNCT', 'PRON')",Spanish
Today I worked until around 23:30.,"Today I worked until around 11:30. We usually don't use 'military time' in English, I think.","('PROPN', 'PUNCT', 'PRON')",Spanish
I hope you felt like a ride in our beatuful Italy!,"I hope you felt like a ride in our beatuful Italy! I think you want to say ""I hope you felt like you were on a tour in our beautiful Italy!""","('PROPN', 'PUNCT', 'PRON')",Spanish
"Last sunday,I joined the practice of cycling for the first times in a long times.","Last Sunday,I practiced cycling for the first times in a long time.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Also in Japan, people buy cakes and chickens, and they celebrate this day (but most of them don't know why they celebrate, what meaning of Christmas, just the day as a festival.)","Also in Japan, people buy cakes and chickens(perhaps turkeys as well), and they celebrate this day (but most of them don't know why they celebrate or the meaning of Christmas. They just treat the day as a festival.)","('PROPN', 'PUNCT', 'PRON')",Spanish
"On 1th and 2th in April, I went to the DisneyLand with my mother, my brother and my friend's family.","On April 1st and 2nd I went to the Disneyland with my mother, my brother and my friend's family.","('PROPN', 'PUNCT', 'PRON')",Spanish
"In Japan we usually strike, we announce when it would happen.","When we strike in Japan, we usually announce when it is going to happen.","('PROPN', 'PUNCT', 'PRON')",Spanish
"These days, I was very tired for preparing for an examination.","Latley, I have been very tired, preparing for the examination.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Next Sunday,I will drive Tokyo with my friend.",Next Sunday I will drive to Tokyo with my friend.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"and in china,it is a very popular game--10 players' battle,exciting and stimulating.","And in China,_it is a very popular game--10 players can battle, and it is exciting and stimulating. / the ten-player battle is exciting and stimulating.","('PROPN', 'PUNCT', 'PRON')",Spanish
Do you know AKB48 which is a famous idol,Do you know AKB48? it is a famous idol,"('PROPN', 'PUNCT', 'PRON')",Spanish
I lived in NY 6years ago in June.,"In June, it will have been six years since I last lived in New York. (It's more natural to say it this way)","('PROPN', 'PUNCT', 'PRON')",Spanish
"You know Japan is small island so ever dont need to speak english or rarely meet american,supecialy on rural but urban like Tokyo and so on.","You know, Japan is a small island, so we don't need to speak English. We rarely meet Westerners, especially in rural but urban areas such as Tokyo and so on.","('PROPN', 'PUNCT', 'PRON')",Spanish
"You know Japan is small island so ever dont need to speak english or rarely meet american,supecialy on rural but urban like Tokyo and so on.",You know Japan is a small island so many Japanese people don't ever need to speak English and they rarely meet Americans. This is especially true in rural Japan.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"To improve my ability of making a sentence,","To improve my ability in making sentences In English, I made a resolution as titled above.","('PROPN', 'PUNCT', 'PRON')",Spanish
I enjoyed good Saturday in the daytime.,"I enjoyed good Saturday in the daytime. It was a nice day on Saturday, I really enjoyed it.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Although we are both Japanese, we try to read out selected English sentences each other and have conversations in English as possible as we can.","We try to read out selected English sentences to each other and have conversations in English as much as we could (although we are both Japanese). ------------ I personally don't think ""although we are both Japanese"" could really contrast with above sentences because learning foreign languages is unrelated nationality. Feel free to ignore my statement if you're disagree.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Althogh it's a little bit difficult for me to think what to write and write entries in English, I've got to enjoy writing English gradually.","Althogh it's a little bit difficult for me to think what to write in English, to enjoy writing in English .Although it is a little bit difficult for me to think of what to write in English, gradually I have started to enjoy the process.","('PROPN', 'PUNCT', 'PRON')",Spanish
I knew it occured in IWATE which is far away from my home after waching TV news.,"I knew it occured in IWATE , which is far away from my home, after waching the news on TV.","('PROPN', 'PUNCT', 'PRON')",Spanish
I knew it occured in IWATE which is far away from my home after waching TV news.,"I knew it occured in IWATE , which is far away from my home, after waching the news on TV.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Then we have been feeling like eating Monjya, we got on a train which is bound for Tsukishima at three o'clock.","Then we have been feeling like eating Monjya, we got on a train which is bound for Tsukishima at three o'clock. Then we felt like eating monjya (we don't capitalize food names), so we got on the train that was bound for Tsukishima at 3.","('PROPN', 'PUNCT', 'PRON')",Spanish
We give up to eat there and decided to go to Shinjyuku.,We give up to eat there and decided to go to Shinjyuku. We gave up on eating there and decided to go to Shinjyuku instead.,"('PROPN', 'PUNCT', 'PRON')",Spanish
It is five color marsh in Inawashiro if it is said Fukushima.,"Speaking of Fukushima, there is Goshikinuma Lake (or Pond) in Inawashiro.","('PROPN', 'PUNCT', 'PRON')",Spanish
I'm gonna go to Georgetown tomorrow.,"I'm going to go to Georgetown tomorrow. (""Gonna"" is not proper English, it's American slang)","('PROPN', 'PUNCT', 'PRON')",Spanish
"Yep, this is my first post in English, but you know, I think my English is rather good (though far from being perfect, I know...), while my Japanese still needs lots of ""polishings"".","Yep, this is my first post in English, but I think my English is rather good (though far from being perfect, I know...), while my Japanese still needs lots of ""polishing"".","('PROPN', 'PUNCT', 'PRON')",Spanish
"On Saturday, I will study English that become good even a little.","On Saturday, I will study English that become good even a little. ^(Almost) =] ^On Saturday, I will study English in order to improve even if it is just by a little bit.","('PROPN', 'PUNCT', 'PRON')",Spanish
"It is a meaning of beautiful woman in Japanese, is't it, though, It is a meaning of Americans in Chinese.","It means ""beautiful woman"" in Japanese - but in Chinese, it means ""American"".","('PROPN', 'PUNCT', 'PRON')",Spanish
I ate various foods in Taiwan.,I ate various foods in Taiwan. I ate different types of foods in Taiwan.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"A smell of Japan, it is often said, is a soy sauce.",It is often said that the smell of Japan is that of soy sauce.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"A smell of Japan, it is often said, is a soy sauce.",It is often said that the smell of Japan is that of soy sauce.,"('PROPN', 'PUNCT', 'PRON')",Spanish
I have read the comment of Nicole Stott who is the NASA Astronaut by twitter.,"I am reading the Twitter comment of Nicole Stott, who is a NASA Astronaut.","('PROPN', 'PUNCT', 'PRON')",Spanish
I go on a trip to Sweden and Finland next Tuesday.,I go on a trip to Sweden and Finland next Tuesday.I will be traveling to both Sweden and Finland next Tuesday/this coming Tuesday.,"('PROPN', 'PUNCT', 'PRON')",Spanish
I go on a trip to Sweden and Finland next Tuesday.,I go on a trip to Sweden and Finland next Tuesday.I will be traveling to both Sweden and Finland next Tuesday/this coming Tuesday.,"('PROPN', 'PUNCT', 'PRON')",Spanish
My name is Lisa 8 years and Im learning Englsh.,My name is Lisa. I have been learning English for eight years.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"In Korea, We usually eat pork and so-ju(Popular Korean whisky)","In Korea, we usually eat pork and drink soju (a popular Korean whiskey). / In Korea, we usually have pork and soju (a popular Korean whiskey). (You're the first person I've seen who's described soju as whisky! I've also seen it called a 'Korean alcoholic drink', 'Korean liquor', 'the Korean equivalent of vodka', ... etc. ^^)","('PROPN', 'PUNCT', 'PRON')",Spanish
"In Korea, We usually eat pork and so-ju(Popular Korean whisky)","In Korea, we usually eat pork and drink soju (a popular Korean whiskey). / In Korea, we usually have pork and soju (a popular Korean whiskey). (You're the first person I've seen who's described soju as whisky! I've also seen it called a 'Korean alcoholic drink', 'Korean liquor', 'the Korean equivalent of vodka', ... etc. ^^)","('PROPN', 'PUNCT', 'PRON')",Spanish
"In Korea, We usually eat pork and so-ju(Popular Korean whisky)","In Korea, we usually eat pork and drink soju (a popular Korean whiskey). / In Korea, we usually have pork and soju (a popular Korean whiskey). (You're the first person I've seen who's described soju as whisky! I've also seen it called a 'Korean alcoholic drink', 'Korean liquor', 'the Korean equivalent of vodka', ... etc. ^^)","('PROPN', 'PUNCT', 'PRON')",Spanish
"In Korea, We usually eat pork and so-ju(Popular Korean whisky)","In Korea, we usually eat pork and drink soju (a popular Korean whiskey). / In Korea, we usually have pork and soju (a popular Korean whiskey). (You're the first person I've seen who's described soju as whisky! I've also seen it called a 'Korean alcoholic drink', 'Korean liquor', 'the Korean equivalent of vodka', ... etc. ^^)","('PROPN', 'PUNCT', 'PRON')",Spanish
"They never grow tired of portraying the Soviet threat in American fiction movies, don't they?","They never grow tired of portraying the Soviet threat in American fiction movies, do they? You would use ""...don't they?"" in a sentence like this one: ""Those people really like the X-Men series, don't they..."" (And this would be said while perhaps looking at a group of people at the movie theater dressed up as X-Men characters or something like that) And a ""do they"" might be used in a sentence like ""Those people don't really know what they're doing, do they..."" Hm. I suppose you could actually interpret these sentences in a few different ways when they're written down, but when spoken it's clear what someone means when using the little ""do they/don't they"" things because of the pitch of his/her voice. Also, usually you'd say "" something something else"". For example: ""In this book, the main character is a kind and loving person."" (Or also, ""The author her main character a kind and loving person in her book). I hope all these examples make things a bit clearer; you seem to have such an excellent grasp of written English - I want to make sure you can understand how to avoid flaws in the future! :)","('PROPN', 'PUNCT', 'PRON')",Spanish
"They never grow tired of portraying the Soviet threat in American fiction movies, don't they?","They never grow tired of portraying the Soviet threat in American fiction movies, do they? You would use ""...don't they?"" in a sentence like this one: ""Those people really like the X-Men series, don't they..."" (And this would be said while perhaps looking at a group of people at the movie theater dressed up as X-Men characters or something like that) And a ""do they"" might be used in a sentence like ""Those people don't really know what they're doing, do they..."" Hm. I suppose you could actually interpret these sentences in a few different ways when they're written down, but when spoken it's clear what someone means when using the little ""do they/don't they"" things because of the pitch of his/her voice. Also, usually you'd say "" something something else"". For example: ""In this book, the main character is a kind and loving person."" (Or also, ""The author her main character a kind and loving person in her book). I hope all these examples make things a bit clearer; you seem to have such an excellent grasp of written English - I want to make sure you can understand how to avoid flaws in the future! :)","('PROPN', 'PUNCT', 'PRON')",Spanish
"They never grow tired of portraying the Soviet threat in American fiction movies, don't they?","They never grow tired of portraying the Soviet threat in American fiction movies, do they? You would use ""...don't they?"" in a sentence like this one: ""Those people really like the X-Men series, don't they..."" (And this would be said while perhaps looking at a group of people at the movie theater dressed up as X-Men characters or something like that) And a ""do they"" might be used in a sentence like ""Those people don't really know what they're doing, do they..."" Hm. I suppose you could actually interpret these sentences in a few different ways when they're written down, but when spoken it's clear what someone means when using the little ""do they/don't they"" things because of the pitch of his/her voice. Also, usually you'd say "" something something else"". For example: ""In this book, the main character is a kind and loving person."" (Or also, ""The author her main character a kind and loving person in her book). I hope all these examples make things a bit clearer; you seem to have such an excellent grasp of written English - I want to make sure you can understand how to avoid flaws in the future! :)","('PROPN', 'PUNCT', 'PRON')",Spanish
"They never grow tired of portraying the Soviet threat in American fiction movies, don't they?","They never grow tired of portraying the Soviet threat in American fiction movies, do they? You would use ""...don't they?"" in a sentence like this one: ""Those people really like the X-Men series, don't they..."" (And this would be said while perhaps looking at a group of people at the movie theater dressed up as X-Men characters or something like that) And a ""do they"" might be used in a sentence like ""Those people don't really know what they're doing, do they..."" Hm. I suppose you could actually interpret these sentences in a few different ways when they're written down, but when spoken it's clear what someone means when using the little ""do they/don't they"" things because of the pitch of his/her voice. Also, usually you'd say "" something something else"". For example: ""In this book, the main character is a kind and loving person."" (Or also, ""The author her main character a kind and loving person in her book). I hope all these examples make things a bit clearer; you seem to have such an excellent grasp of written English - I want to make sure you can understand how to avoid flaws in the future! :)","('PROPN', 'PUNCT', 'PRON')",Spanish
"They never grow tired of portraying the Soviet threat in American fiction movies, don't they?","They never grow tired of portraying the Soviet threat in American fiction movies, do they? You would use ""...don't they?"" in a sentence like this one: ""Those people really like the X-Men series, don't they..."" (And this would be said while perhaps looking at a group of people at the movie theater dressed up as X-Men characters or something like that) And a ""do they"" might be used in a sentence like ""Those people don't really know what they're doing, do they..."" Hm. I suppose you could actually interpret these sentences in a few different ways when they're written down, but when spoken it's clear what someone means when using the little ""do they/don't they"" things because of the pitch of his/her voice. Also, usually you'd say "" something something else"". For example: ""In this book, the main character is a kind and loving person."" (Or also, ""The author her main character a kind and loving person in her book). I hope all these examples make things a bit clearer; you seem to have such an excellent grasp of written English - I want to make sure you can understand how to avoid flaws in the future! :)","('PROPN', 'PUNCT', 'PRON')",Spanish
"They never grow tired of portraying the Soviet threat in American fiction movies, don't they?","They never grow tired of portraying the Soviet threat in American fiction movies, do they? You would use ""...don't they?"" in a sentence like this one: ""Those people really like the X-Men series, don't they..."" (And this would be said while perhaps looking at a group of people at the movie theater dressed up as X-Men characters or something like that) And a ""do they"" might be used in a sentence like ""Those people don't really know what they're doing, do they..."" Hm. I suppose you could actually interpret these sentences in a few different ways when they're written down, but when spoken it's clear what someone means when using the little ""do they/don't they"" things because of the pitch of his/her voice. Also, usually you'd say "" something something else"". For example: ""In this book, the main character is a kind and loving person."" (Or also, ""The author her main character a kind and loving person in her book). I hope all these examples make things a bit clearer; you seem to have such an excellent grasp of written English - I want to make sure you can understand how to avoid flaws in the future! :)","('PROPN', 'PUNCT', 'PRON')",Spanish
"My name's Daniel this is my first comment, because newly register me and I'll want that someone help me with my english because is it very bad.",My name's Daniel. This is my first comment because I have just registered. I want someone to help me with my English because is it very bad.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"My name's Daniel this is my first comment, because newly register me and I'll want that someone help me with my english because is it very bad.",My name's Daniel. This is my first comment because I have just registered. I want someone to help me with my English because is it very bad.,"('PROPN', 'PUNCT', 'PRON')",Spanish
"When I decided to study at A, I studied courses carefully to make a right one which suitable for my ability and my indulgence.","When I decided to study/enrol at A, I studied the courses carefully to in order make the right choice, one which is suitable for my ability and my indulgence / tolerance","('PROPN', 'PUNCT', 'PRON')",Spanish
Those sweets had developed as the seasons are important to japanese sweets and a sense of kyoto beauty with an annual event in Kyoto.,"These sweets were developed for an annual event in Kyoto. They were influenced by the importance of the seasons in Japanese confectionery, as well as local aesthetics.","('PROPN', 'PUNCT', 'PRON')",Spanish
This sweets's motif are narcissus and camellia those are winter flowers.,"These sweets' motifs are narcissus and camellias, which are winter flowers.","('PROPN', 'PUNCT', 'PRON')",Spanish
Frist he is sing for me whenever I want to listening music.,"Fst, he sing for me whenever I want to listening music.","('PROPN', 'PUNCT', 'PRON')",Spanish
If you don't come to beijing.,"If you don't want to come to Beijing, I still want you to come to Beijing.","('PROPN', 'PUNCT', 'PRON')",Spanish
K teaches us ESL and history.,"K, who teaches us ESL and history.","('PROPN', 'PUNCT', 'PRON')",Spanish
"Curry shop of aim is ""HALF"".","Curry shop of aim is ""HALF"".We intended to go to the curry shop ""HALF.""","('PROPN', 'PUNCT', 'PRON')",Spanish
"Curry shop of aim is ""HALF"".","Curry shop of aim is ""HALF"".We intended to go to the curry shop ""HALF.""","('PROPN', 'PUNCT', 'PRON')",Spanish
I was interested in iPad.,I was interested in the iPad (that was released recently).,"('PROPN', 'PUNCT', 'PRON')",Spanish
I dropped on Hamamatsu on the way to Odawara.,"I dropped by Hamamatsu on the way to Odawara. (I stopped over in Hamamatsu, I broke my journey in Hamamatsu, etc.)","('PROPN', 'PUNCT', 'PRON')",Spanish
