Unnamed: 0,native,language,text
21474,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I like traveling, hiking, watching movies and playing badminton. I want to improve my English so as to communicate fluently at work and make some new friends. In return I can help you with your Cantonese or Mandarin. Please feel free to say hi"
21475,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I found it interesting to learn a foreign language through the pop songs and TV programs, like talk shows. However, the most amazing way for language learning is still communication. Therefore, I want to make new friends here for practicing my oral English as well as having some cultural exchanges. I can help you with Cantonese or Mandarin if you are interested. Hopefully I can find some interesting language exchange partner here."
21477,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, everyone.This is Kit, who works as an analyst at a consulting firm in Shanghai.I am a Chinese native who speaks Mandarin, Cantonese and Chaoshan Hua.I have a moderate level of English reading and writing and would like to improve my listening and speaking in the real world. Therefore I am looking for a language partner who has some understanding of Chinese and wants to improve the non-mother tongue via online/offline conversations. Let me know if you are interested, thanks!"
21478,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Spanish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'French', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Hi I am Eric and I am now in New Jersey. I could speak English but not excellent. In the meantime, I am also interested in Spanish, French and Korean. I was hoping to find someone who could help and I could also help you with both Mandarin and Cantonese."
21483,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am nearly 30 years and graduated from China.I like reading and drawing. I am eager to improve oral english as well as my daily Englis, expecially about the business English. We can communicate with each other according the wechat."
21486,Chinese (Mandarin),"[{'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Dutch', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","It is too easy to settle for a good life, so I choose a hard one. This is, undoubtedly, learning German."
21487,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I want to learn English, hope there are someone who can talk to me in English. Also, I am really pleased and willing to teach people Putonghua and Cantonese."
21488,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I m a student study at an Australian university now, but because of the pandemic, I went back to China to continue my work online. I hope I can practice English either while I came back. Either I m a Cantonese can speak Cantonese either. If you're in Guangzhou I can help you to get to know about here either."
21490,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hello, I am Gilbert, a college student from China. I am looking for a native speaker of English who can practice English with me on a regular basis. We can do talking based on different scenes, such as a restaurant in China, half an hour only in Chinese and the other half only in English. If you are interested in learning Chinese and a new culture, contact me on Wechat: cxb-special. It might be much better if you are not too busy to do any talking."
21491,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Hi I am Erin from China and I speak both Cantonese and Mandarin. I would love to practice my spoken English with you and meanwhile I could introduce Chinese or Cantonese culture to you! Of course, I can help with your Chinese learning. I am now in London for my master degree. I like reading, singing and doing sports. I think of myself as open-minded, patient and kind. So please don't worry about any conflicts! I'm sure we will have a good time!"
21494,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",Want to improve my English skill
21496,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Any friends welcome from all over the word, we can talk about any topic as you want, share with me no matter you happy or sad."
21501,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Portuguese', 'level': 45, 'proficiency': 'Intermediate'}]","I am an outgoing girl, learning portuguese, student of 2 grades in university. I was a volunteer during the7th CISM Military World Games, met many kind people from all over the world. I hope to improve my English and Portuguese ,share my life with you. If you are learning Chinese I will help you ,tell you the chinese culture. the interesting things I will like to try."
21502,Chinese (Mandarin),"[{'language': 'Korean', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm now working in Kuala Lumpur. I have been to seoul to study university. My english is on the basic communication level so if you are interest in mandarin, Cantonese or english please leave me a message Hope we can be friendThank you."
21504,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Korean', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]","HiI'm Gloria from Guangdong, China and now live in Suzhou which is very close to Shanghai. I used to be an English teacher in Guangzhou. However because my husband had to change his place of work from Guangzhou to Suzhou, I decided to quit my job and moved to Suzhou together.I think my English is getting worse since I quit my job, so I want to find someone to practice English. I can teach you Mandarin and Cantonese. We can talk about the food and culture. It will be fun."
21506,Chinese (Mandarin),"[{'language': 'Japanese', 'level': 19.285714285714285, 'proficiency': 'Elementary'}, {'language': 'French', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hello, I am Sophie, from HK. My mother languages are Cantonese and Mandarin. I want to improve my English oral and grammar. Also, I want to improve my Japanese and French. I only can speak some words of Japanese. I haven't learned French before."
21508,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Looking for someone to practice my English by face to face or online, any software works for me. I am a software engineer and small online business owner."
21509,Chinese (Mandarin),"[{'language': 'Japanese', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'm looking for a Japanese friend to chat via line!
21510,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Hello, my nickname is Joe. My native language is Chinese. If you want to learn Chinese, I promise I will try my best to make you speak it fluently. And I would like to make friends around the world. Feel free to contact me"
21513,Chinese (Mandarin),"[{'language': 'French', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Spanish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I'm a student major in French,so I hope to find someone who can speak French with me and I also wish to practice my English. I begin to learn Spanish by my self,it would be great that if someone can teach a beginner. I'd glad to teach you Chinese. Feel free to contact me if you are serious about learning language and culture."
21519,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am looking for a partner to practice English, share something interesting and learn different cultures. And I can teach you Chinese and Cantonese. I am willing to share daily life and culture with you. Only serious learner please, thanks!"
21522,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",I am Kandice who come from Hong Kong. I am native speaker of Cantonese and Mandarin. I enjoy communicated with people from different countries I am planning to learn Korean and Japanese as i love the kpop music and japan culture!
21524,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","and i want to improve my English, and i can teach you Cantonese or Mandarin in return. i really want to learn English, so i hope we can talk a lot in vioce call/ text. and i hpoe that we can create a topic each time to train our speaking!"
21526,Chinese (Mandarin),"[{'language': 'Japanese', 'level': 19.285714285714285, 'proficiency': 'Elementary'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","want to learn Japanese and EnglishPrefer WeChat, FB messenger"
21528,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]","I'm learning English and Japanese now, and I wanna learn them well. I can help you with your Chinese. I wanna make a long term friendship!"
21529,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Czech', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",I want to improve my English and learn Czech. Learning different languages and cultures is always attractive.
21531,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I was borned in Guangzhou so I can speak Cantonese and Mandarin. I have been living in Sydney for more than 2 years. I really want to improve my English so I am looking for native English speaker who is serious to learn language. I am looking for a partner who can solve my my problem regarding my english myabe on a weekly base, just like a formal tutor. In return, I will give your help regarding your Chinese study as well. I am not very into do language exchange by informal chattin"
21532,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Also I am a student in Dublin and want to find a chance to exchange language. I am a native speaker of Cantonese and Mandarin. If you have interested on it, u can contact me."
21538,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",Hope to practice more
21540,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am George Lee, born in Jiangmen City of Guangdong Province, a city to the south of Guangzhou. Right now, I work in an airline, translating some aircraft manuals. I hope I can improve my English further under someone's instruction, hence your help would be great. In exchage, I can help you with Cantonese and Mandarin."
21541,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",",,,I hope someone can teach me English. I can teach you Chinese and Cantonese if you want to learn."
21542,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Live in healthy life style , Went to the gym five days a week before lockdown and practice yoga twice a day after lock down.Love dancing, Looking forward to find a dance partner In the future. One of my dream is dancing on the deck of a cruise one day Would you like to dance with me? Concentra in personal growth, peace in mind and happiness is the my main purposes in life ,would you like to grow together?"
21544,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hello, I am Taiwanese in HK, I am a talkative person here hope to talk with english speaker!"
21545,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hello, I am a 21yrs old university student ,live in HongKong, I would like to improve my English. I also like to make new friends, please send me a message if you can!"
21546,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, my friends, this is Victor. I am a native Chinese speaker, who speak both Mandarin and Cantonese. I would like to find a friend to practice my oral English. In return I am more than willing to help you with Chinese, or share with you briefly the culture of China, like history, custom and so on.I am free in weekday evenings and on weekends. I am finding a partner who is serious about learning languages so that we can practice regularly. Look forward to your messages"
21547,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi,my English name is Aris. I have studied English for more than ten years, but I seldom communicate with others in English, let alone with people from english-speaking countries. I hope someone can improve my spoken English."
21550,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]","Hello everyone,I leak of confidence to speak English and French. But I really need to improve my French conversation skills. Hope to make new friends. We also can talk online via the app."
21552,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Korean', 'level': 19.285714285714285, 'proficiency': 'Elementary'}]","Unknown but interesting, complex and pure.Not very good at self introduction..... emmm Because people are more complicated than words.... It is difficult for meNice to meet you!"
21553,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",studying in America and really want to practice oral English! Waiting for you SINCERELY!
21557,Chinese (Mandarin),"[{'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","i'm student in China, i can speak English and just begin to study German, happy to meet new friends and study language, we can talk about art.. movies, painting, photography and so on."
21559,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",A native speaker in cantonese and in mandarin. Live in Guangzhou for more than 20 years. Looking for friends who want to practice English and I can help you with Cantonese and Mandarin. Please feel free to contact me!
21560,Chinese (Mandarin),"[{'language': 'Japanese', 'level': 19.285714285714285, 'proficiency': 'Elementary'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I want to enhance my language study.
21561,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","i am a college undergraduate student in USTCI wish to have english conversations. I can teach you chinese.I would love to discuss cultural and political differences with people in US and west europe.,, I am not like internet troll that kind of like politics , i am more interested in the human issue behind different political systems and different culture."
21565,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am David from Hong Kong, I am a secondary school student. Cantonese is my mother language. I can also speak Mandarin fluently. I would like to learn more about other countries and improve my English. I can use any app to communicate with you."
21566,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I am here to improve my English and make some friends hah. My reading and writing is ok, but I am weak in oral English. I want to improve my oral by making friends. So that's why I am here. I am a Chinese, so I can teach you perfect madarin and Cantonese. I think the perfect way to improve oral language is face-to-face conversation, but I guess few people here live beside me. So I want someone to practice with me through video call. Join me and learn!"
21567,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Finnish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","My Chinese name is Yu fei Guo, and you can call me Yoffie. I'm a Chinese lol come from a beautiful city named Guangzhou. What's more,I am fond of travelling and making friends with people all over the world. Feel free to text me!!"
21568,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Want to find a partner to practice English, and love to help you practice Mandarin or Cantonese."
21569,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Spanish', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Mandarin and Cantonese as native languages and kind of fluent in English since I live in America. Currently taking a beginner class in Spanish and would like to chat and meet new people. The reason I sign up for exchange is to find someone to help with my Spanish project. My instructor assigned a project to interview native Spanish speaker and ask them six simple questions about school and study, if you would like me to interview you in Spanish please feel free to contact me."
21571,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am a cantonese coming from China,currently I am a post-graduate student. My friend call me an ambivert when I talk to someone that I am not really familiar with felling shy,while I'm extrovert talking to my pals. English is a tool for communication,I am really into making friends from the different parts of the world,I am also willing to help each other. This is Fay."
21572,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, I am an early childhood educator and I have a master's teaching degree. Looking forward to practicing with you."
21574,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Chinesemandarin is my mother tongue. I can speak Cantonese fluently as well. I am quite ready to help you learn Chinese! Don't hesitate to contact me if you want to practise Chinese. If want to learn Chinese well, you must talk it as frequently as possible. I also eager to have a friend who is English native speaker to practise English with me! Hope we can help each other well in language learning!By the way,I am working in psychiatric field,welcome to discuss under this topic"
21576,Chinese (Mandarin),"[{'language': 'Spanish', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","As que tengo que practicar esta lengua, espero que me ayude And also English, after these years, English is still difficult for me to learn, I'm not good at grammar especially, so I will appreciate if you can help me."
21577,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I come from Shanghai, China hope you've heard about this city before   5years ago, I came to Montreal , I love this beautiful city so much. But the pity is my English is not good enough and French is soooo ""hating"" me, I really want to close to this lovely city more and more, but the language problems just block the way! Hope I can find some new friends here, I can practice English or French with you, meanwhile if you're interested in Chinese, It will be my pleasure to help you back!!!"
21580,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I'm seeking for a language learning partners to make improvement together. Let's be a better us!Main for English, Japanese and Korean but I am welcome for all languages.If you need any help in Chinese learning especially for Cantonese, It would be really great if I can have anything to help."
21581,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I am looking for someone who wants to talk about anything in English. I am a university student and I want to improve my spoken English.
21582,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I want to improve my English using skills,also I want to make some friends with others. Of course,I can help some of them to pactise their Chinese. By this,we can both be improved."
21587,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm a university student in China and I'd like to practice my English through this Website.I also like to help you guys with Chinese learning, I will try my best!Thx U!"
21588,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'm here to meet someone who wants to practice speaking and I believe we can become friends.
21589,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I am preparing for the IELTS so i do want to practise my English in a more efficient way which is talking with native speakers,and that is why i am hereBtw,if you are willing to learn Chinese with me,please feel free to message me"
21590,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","Hi, I am Maxwell, a student who is a native Mandarin speaker with intermediate Cantonese. I'd like to meet native or advanced English language exchange partners to improve language skill and knowledge together as well as make new friends. I try to learn Japanese as well but just finished learning the syllabary a few weeks ago. I am glad to help other people in Chinese and share my experiences and knowledge about China. I believe we can chat friendly and improve together. Thanks for reading"
21591,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I am web developer.I want to meet American or European people.
21593,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm gotta study in America, and I'm worried about my spoken English. That's what I want to improve."
21600,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, I grow up in China and I can speak Cantonese and Mandarin. I want to improve my English. I am currently studying at UBC to get my master degree. I like basketball, food, movies, travel around, hiking in summer and any other sports. If you are also at UBC, that will be perfect. But if you are not at UBC, we can still hang out at weekends or communicate at software."
21604,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I was born and raised in Hong Kong and currently studying at the University of York. I am fluent in Cantonese and Mandarin. However, I definitely need some help with my English speaking because there is an upcoming interview and I have some confidence issue. Therefore, I am looking for someone who speaks native English and willing to help me. I am more than happy to help you with learning Chinese.."
21605,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Just want to make friends with someone who speaks English, better be British English."
21607,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am a Chinese immigrant living in Vancouver for many years. Although I started to learn English in elementary school, but what we learned were mostly about reading, grammar correction. The reason for us to learn English is to pass the exam not for conversation. So we make fun of us that we learned is ""mute English"". I love travel and meet people on the road. But I was frustrated when I found language became a barrier for me to connect with people. I will appreciate you can help me to master Eng"
21608,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I live in mainland China. I love English culture and I want to practise my English skills. Recently I fall in love with German movie ""Napola"". I'd like to share with you my life in China if you are interested."
21612,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'French', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","like making friendsI'm easy going, chill. I can speak Chinese, and Cantonese I want to practice my English, I'd appreciated it if you want to make friends with me"
21613,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I hope to find a language partner to enhance my English proficiency. I'm Chinese, born in Guangdong and studying in Shanghai, and can speak both Cantonese and Chinese so if you want to improve Chinese, let's talk and have fun."
21615,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I'm a native speaker from China and now as a college student in Beijing. I love English and I 'm interested in practicing English. So it would be great if I can find a language partner who is currently staying in Beijing. Feel free to contact me and I'm looking forward to hear from you!
21619,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am a traditional guy from Guangdong province. Therefore, I can speak cantonese and mandarin very fluently. And I am still a member of our school's English debate team. Therefore, I really want to learn English, and the culture of English."
21620,Chinese (Mandarin),"[{'language': 'Portuguese', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm warm and patient,I can speak Mandarin and Cantonese,I'm interested in Spanish, Portuguese, French, German"
21631,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I am a native speaker of mandarin and Cantonese. I can teach u both Mandarin and Chinese. And I'd like to learn oral English with you to pass the IELTS.
21635,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","It is very excited for me to make friends with you! I am from Guangdong province in China, which means my mother tongue is Cantonese. BTW,I started to learn Mandarin at the age of two so Mandarin is kinda my second mother tongue. I can help with both Mandarin and Cantonese. I major in English. I am willing to make friends from all over the world."
21636,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",Talk with me with anything u want
21640,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",",,, I would be happy to help you with your learning and we can talk through wechat, my w e cha t is: jhmeng916. I will be your good language partner"
21641,Chinese (Mandarin),"[{'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, I come here to practise my German and English, hope to find a friend who are available to practice speaking, and I'd like to help who are desire to practice Mandarin or English,too. Hope to find your diverting souls here"
21644,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'German', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I am Nika from Hong Kong and currently studying in Germany.I love to meet new people around the world and learn more about your culture. I have backpacked Europe for two months and still wish to keep on exploring the world! That's why I want to improve my English speaking/writing skills by practicing with native speakers who are patient and willing to do language exchange consistently. In return, I could teach you slangs and phrases for daily usefoul language as well if you want to."
21645,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","i want to improve my English, especial spoken English. I don't have much chance to speak English with native speakers in my hometown. I can teach or help you improve your Mandarin, Cantonese."
21646,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I am currently living in Hong Kong and a native speaker of Chinese Mandarin and Cantonese and want to find a partner to exchange languages.
21647,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Korean', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]",HiI'm Zhiwei from China. I grew up in Guangzhou so both Cantonese and Manderin are my native language. Recently I want to practice my oral English and make some new friends. Welcome to contact me if you willing to exchange language with me..
21651,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'Japanese', 'level': 32.142857142857146, 'proficiency': 'Pre-intermediate'}]","Hi, I come from HK and now living in Sydney. Nice to meet you."
21652,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I'm a native Cantonese in China, so can speak both Cantonese and Mandarin. Now preparing for IELTS test, which contains oral English speeches test. Looking for a language partner to exchange. can speak fluent English as long as I'm not nervous, hah.I can chat with you at least 30 min everyday in Mandarin/ Cantonese in exchange. Will be really appreciated for your time."
21653,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",I was born in china and speak both cantonese and mandarin. I want to improve my english. Hope to hear you soon.
21654,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am a Chinese who live in Seattle. I can speak Chinese and Cantonese, and I want to improve English and it's also good to make friends."
21656,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","MY name is Charlene. I am a Mandarin and Cantonese native speaker. I am a kind-hearted girl. I can help you with your Chinese and I wanna to speak English with people all around the world. If you are too shy to talk or this time is unavailable, please think twice to add me."
21657,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}, {'language': 'French', 'level': 6.428571428571429, 'proficiency': 'Beginner'}, {'language': 'Russian', 'level': 6.428571428571429, 'proficiency': 'Beginner'}]","I am happy to be here to get a chance to meet people from all over the world. I have moved to Guangzhou for half year. If you have an interest in language exchange, please contact me."
21658,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I really want to meet someone who can help me improve my English. And in return,I would like to communicate with you in Chinese and introduce Chinese culture to you. I'm very glad to be your language exchange friend.,Charon,,,,"
21661,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hello, i'm Summer, a native Cantonese speaker as well as good at speaking Mandarin, an industry designer, now i'm preparing for the IELTS, cuz i wanna go to UK for earning a master disagree. I long to look for a person who want to learn Mandarin or Cantonese, if you want to learn it ,please connect me , i suppose we will be good friend talking about the life,cuisine,hobby or any other stuff like that ,hope to see you my friends."
21663,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hi, I am a chinese student just been in australia for one year living in sydney now. I want to practise English. I am willing to help people who interested in cantonese or Mandarin. Thank you very much!"
21664,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]",",nice too mee you all, I am a Chinese girl, want to improve my spoken English and make friends with you, if you do want to be a frined with me and learning English with me as well, pls don't hesitate to mail me, OO! if you want learn Chinese from me and be a friend of mind, pls add me anytime"
21666,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I am a sales, I sell underwear for woman. In order to expand my business, I hope improve my English. I come from Guangdong province, China,now I'm living in Xiamen city, Fujian province, this is a nice city. and my mother's language is chines is mandarin and cantonese. if you want to learn chines language and your mother's language is English or proficient in English. we can teach each other.Or if you want to visit Xiamen, I'd be happy to guide you."
21669,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","Hello, I would like to practice my English, in exchange, I can teach you the Chinese or French"
21673,Chinese (Mandarin),"[{'language': 'English', 'level': 45, 'proficiency': 'Intermediate'}]","I live in Shenzhen, but I work in HK. I want to improve my English skill due to my work. I like to travel abroad and watch movies."
